Page ID,Page name,Disclaimer,Amount spent (LBP)
1428873024044736,المدن - almodon,المدن - almodon‎,15152
101538412538521,شطرنج / مع محمد صابونجي,إياد خالد,14181
1438703606372190,Elham Said Freiha,Elham Freiha,4545
1744356319118477,هنا لبنان,هنا لبنان,4112
102023711572671,أساس ميديا -  Asas Media,asasmedia,2962
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,2698
110470091436602,Ici Beyrouth,Ici beyrouth,1637
100706719315707,The Policy Initiative مبادرة سياسات الغد,The Policy Initiative مبادرة سياسات الغد,1515
1031517763602384,Municipality of Kartaba - بلدية قرطبا,Municipality of Kartaba - بلدية قرطبا,1515
107698404702208,Alkalima,Alkalima Onlime,1515
107800617419717,MYKA Foundation,Elie M. ElHelou,1515
204309706385271,Maharatnews,Maharat Foundation,621
104252028606448,صوت بنت جبيل,صوت بنت جبيل,227
113061177535527,افتراضية,افتراضية,≤100
128417954019381,Al-Moltaka,Melhem Boustany,≤100
1918990294985442,Megaphone - ميغافون,Megaphone - ميغافون,≤100
129660230432028,Dr. Toufic Hindi,Toufic Hindi,≤100
106821968055687,Leila Dagher,Leila Dagher,≤100
322181790311,Lebanese Forces News,Lebanese Information Technology Services s.a.r.l,≤100
118246218258237,Transparency International Lebanon - No Corruption,Lebanese Transparency Association-No Corruption,≤100
109112633772887,180post,180Post,≤100
