Page ID,Page name,Disclaimer,Amount spent (GTQ)
167924689961661,Unidad Nacional de la Esperanza,Unidad Nacional de la Esperanza,204
1911003529195315,Roberto Arzú,Roberto Arzú García-Granados,≤100
102762215788405,VOS.gt,VOS.gt,≤100
106908785419555,Goberna Guatemala,Goberna,≤100
187073013532,Partido VIVA,Partido Político Visión con Valores,≤100
643513979193133,Unidos por Beatriz,Neuma,≤100
107520184219093,Douglas Crispin Jóvenes en Movimiento,Dohuglas Crispin,≤100
123928580986363,Ministerio de Trabajo y Previsión Social,Ministerio de Trabajo y Previsión Social,≤100
101405406148203,Valor Suchitepequez,Byron Estuardo Villatorio Liu,≤100
101559144921198,Noticias San Pedro Sacatepéquez,Jennifer Lopez,≤100
105847462372794,Estuviéramos Mejor,Estuvieramos Mejor,≤100
108066250929809,Noticias San Antonio Sacatépequez,Jennifer Lopez,≤100
104089457996473,Noticias Malacatán,Jennifer Lopez,≤100
100990022892856,Movimiento Político WINAQ Totonicapán,Ricardo Mazariegos,≤100
103232488084729,Noticias Río Blanco S.M.,Jennifer Lopez,≤100
102241754851760,Noticias El Quetzal S. M.,Jennifer Lopez,≤100
281554395331686,República,"Republica GT, S.A.",≤100
