Page ID,Page name,Disclaimer,Amount spent (ISK)
429577173821764,Matvælaráðuneytið,matvælaráðuneytið,195
737169626371453,Heimildin,Stundin,182
607573825973006,LÍS - Landssamtök íslenskra stúdenta,Landssamtök Íslenskra Stúdenta,≤100
105986171646268,Diljá Mist,Diljá Einarsdóttir,≤100
164535469970,Fjarðalistinn,Fjarðalistinn,≤100
573559522797177,Flokkur fólksins,Flokkur Fólksins,≤100
154893001218870,ADHD samtökin,ADHD samtökin,≤100
117923164930140,Lifandi vísindi- Lifandi saga,Guðbjartur Finnbjörnsson,≤100
276600879474149,Icelandic Wildlife Fund,The Icelandic Wildlife Fund,≤100
109986694524045,Skapskap,These ads ran without a disclaimer,≤100
114057194960942,Samstöðin: Fréttir,Samstöðin ehf,≤100
184042545536602,Garðabæjarlistinn,Garðabæjarlistinn,≤100
269089752708,Sjálfstæðisflokkurinn,Sjálfstæðisflokkurinn,≤100
