Page ID,Page name,Disclaimer,Amount spent (ZAR)
1742410059361710,AwakeMzansi,Awake Mzansi,529
195909420099,Solidariteit,Solidariteit,452
6011868110,Democratic Alliance,Democratic Alliance,413
296609266622,Regenesys Business School,These ads ran without a disclaimer,300
116657351312927,Pledge To Vote SA,Pledge to Vote,176
2145594122138312,Action Society,Action Society,108
119736861394881,Financial Mail,BusinessLIVE,101
629021617133721,Judges Matter,Judges Matter,≤100
106172744063430,The Daily Friend,The Daily Friend,≤100
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,≤100
794336640617861,Cyril Ramaphosa Foundation,Cyril Ramaphosa Foundation,≤100
101460842681784,TRT Afrika,These ads ran without a disclaimer,≤100
136956534616,Times LIVE,TimesLIVE,≤100
111455384155,Partners in Sexual Health,Hamlet Enrico Johannes,≤100
181204251979581,NEASA,National Employers' Association of South Africa,≤100
112315630440653,Cape Independence Advocacy Group,Cape Independence Advocacy Group,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
105986175239619,Sea Creature Love,These ads ran without a disclaimer,≤100
283425012244083,Jac de Villiers,These ads ran without a disclaimer,≤100
103106768897128,Councillor Sakhile Mngadi,Sakhile Mngadi,≤100
111686968251066,Innocent Elizabeth,These ads ran without a disclaimer,≤100
106824494733100,Simbaly - Lifestyle,These ads ran without a disclaimer,≤100
101459741907326,Jerusalem Online - Culture,These ads ran without a disclaimer,≤100
101922875434564,Road to Vintage - Music,These ads ran without a disclaimer,≤100
8002590959,Rainforest Action Network - RAN,These ads ran without a disclaimer,≤100
106212288785616,eprglobal,These ads ran without a disclaimer,≤100
109755664976719,Ginger's Notebook,These ads ran without a disclaimer,≤100
101388509327100,Extra famous,These ads ran without a disclaimer,≤100
478297078923452,Big Easy Believer,These ads ran without a disclaimer,≤100
100408139141307,Concerts Lovers,These ads ran without a disclaimer,≤100
