Page ID,Page name,Disclaimer,Amount spent (ISK)
737169626371453,Heimildin,Stundin,898
74969168478,Sjálfstæðisflokkurinn í Hafnarfirði,Sjálfstæðisflokkurinn í Hafnarfirði,483
128854307193614,Landsvirkjun,Landsvirkjun,336
584934658344027,Áslaug Arna Sigurbjörnsdóttir,Áslaug Arna Sigurbjörnsdóttir,268
156161194561570,Kjarninn,Kjarninn,196
573559522797177,Flokkur fólksins,Flokkur Fólksins,139
154893001218870,ADHD samtökin,ADHD samtökin,115
626846780726124,Viðreisn,Viðreisn,≤100
117923164930140,Lifandi vísindi- Lifandi saga,Guðbjartur Finnbjörnsson,≤100
106979180938014,Samstöðin,Samstöðin ehf,≤100
114057194960942,Samstöðin: Fréttir,Samstöðin ehf,≤100
430089884101936,Þingflokkur Pírata,Þingflokkur Pírata,≤100
166802253467224,Ung vinstri græn - UVG,Ung vinstri græn - UVG,≤100
509866436098947,Sabine Leskopf,Sabine Leskopf,≤100
153705438660098,Þórdís Lóa,Þórdís Þórhallsdóttir,≤100
267353906619818,Mr. Gugu & Miss Go,These ads ran without a disclaimer,≤100
