Page ID,Page name,Disclaimer,Amount spent (NGN)
102072846021681,ABC Constituency Grassroot Volunteers for Andrew Thomas,ABC Constituency Grassroot Volunteers for Andrew Thomas,490
753031955030992,Atiku-Okowa.com,One Nigeria Movement,143
654180731859809,T-Police,T-Police,≤100
105208365731340,F-SAO4Tinubu/Shettima2023,Emmanuel Oko,≤100
108067478661339,The Ephraim Inyang Project,Akwaowo Adiakpan,≤100
1924396441113309,Onogwu Muhammed,Martins Onuorah,≤100
104238252286926,Nwankwo Promise Chibuzo,Mboo Augustine Uchenna,≤100
102452759210207,Foreign Investment Network,Foreign Investment Network,≤100
1598205703573433,Senator Uba Sani,Uba Sani Media,≤100
100202924924063,Page 36,Page 36,≤100
110151371700778,Bishop Dr. Sunday Ndukwo Onuoha,Bishop Dr. Sunday Ndukwo Onuoha,≤100
103018869332378,BantuPage,Ikechukwu Orji,≤100
913242715449176,Prophet Ekong Ituen Ministries,Ekong Ituen,≤100
103830540990930,Hon. Adedeji Stanley Olajide - ODIDI OMO,Odidiomo Constituency Office,≤100
102225129139532,Dr. Okuji Oreh,Dr. Okuji Oreh,≤100
109225188534168,Northwest-Northeast Concern Youth Movement for Tinubu/Kashim 2023.,Mubarak Hamza Adam,≤100
107676437643727,Inuwa Media Vanguard,Inuwa Media Vanguard,≤100
194110890622942,Leadership News,Leadership News,≤100
424543527939583,Chief Amobi Ogah,Chief Amobi Ogah,≤100
102710114468124,Rics Gomina,These ads ran without a disclaimer,≤100
104345512340583,Katsina State Television KTTV,Katsina State Television KTTV,≤100
102093685620627,Best Diplomats,These ads ran without a disclaimer,≤100
104763178714577,Gels MDPI,These ads ran without a disclaimer,≤100
120346118099706,BrandPower,BrandPower,≤100
104379725771100,Bayodele 2023 Obi/Datti Oluyole Forum,Ameedat Delilah Bidmus,≤100
105778879039427,Value Driven Leadership,Value Driven Leadership,≤100
109466785028287,Prince Dr Emeka Eze,Michael Obiekwe,≤100
216311481960,Bill Gates,These ads ran without a disclaimer,≤100
