Page ID,Page name,Disclaimer,Amount spent (KES)
223287104715778,Oxfam,Oxfam,290
1400771023469241,Anne Waiguru,Gacigi Njagi Gacigi,279
149686932284314,Wisley Rotich,Wisley Kipyegon Rotich,≤100
112754900441156,DR. Kiarie Badilisha,Moses Ndirangu Badilisha Kiarie,≤100
102324481269298,Hon. Zamzam Mohammed,Obed Nyang'ai,≤100
1506723769658512,Susan Kihika,Susan Kihika,≤100
590244531002882,Hon. Adan Keynan Wehliye,Yusuf Hashi Duale,≤100
100552821298068,Newa Ethiopia,These ads ran without a disclaimer,≤100
864316016923530,Jesus Anoints Ministries,These ads ran without a disclaimer,≤100
1193528597409133,Roots Academy - Nakuru,These ads ran without a disclaimer,≤100
1587103198245131,Zikoko,These ads ran without a disclaimer,≤100
107303168879177,therealafricandiary,These ads ran without a disclaimer,≤100
