Page ID,Page name,Disclaimer,Amount spent (USD)
107627395144123,الحكومة المغربية,الحكومة المغربية,≤100
147084112022235,La Nouvelle Tribune,La Nouvelle Tribune,≤100
1117512094962616,Ministère de l’Industrie et du Commerce,MCINET,≤100
166178460072395,اليونيسف بالعربية - UNICEF in Arabic,اليونيسف باستخدام اعتمادات الإعلان على الفيسبوك,≤100
68793499001,UNICEF,UNICEF with Facebook Ad Credits,≤100
103180295526797,Ministère de l’Equipement et de l’Eau - وزارة التجهيز والماء,M Equipement Maroc,≤100
124252504303223,UNICEF (FR),UNICEF avec des crédits publicitaires Facebook,≤100
161637767281862,LE MATIN.ma,Groupe Le Matin,≤100
100194852696708,"Rabat, Capital of African Culture 2022","Ministère de la Jeunesse, de la Culture et de la Communication",≤100
167254950013774,Rue20.Com,Ayoub Elkouari,≤100
105374557808288,Le chinois avec Xu Li,These ads ran without a disclaimer,≤100
453709124719281,Chouf TV,Chouf TV,≤100
578201022242371,MJCC وزارة الشباب والثقافة والتواصل,"Ministère de la Jeunesse, de la Culture et de la Communication",≤100
108842875028489,المستشار البرلماني السالك الموساوي,Aimad Eddine Abouhou,≤100
167878593236712,UNICEF en español,UNICEF con créditos publicitarios de Facebook,≤100
104925294411810,SNRTnews,SNRTnews,≤100
123393171111656,Mehdi Bensaid   المهدي بنسعيد,Mohammed Mehdi Bensaid,≤100
605527566303955,القناة,al9anat.com,≤100
123492901131057,TechCabal,These ads ran without a disclaimer,≤100
102570761484258,Asharq Business اقتصاد الشرق,These ads ran without a disclaimer,≤100
100912922866603,Lin1129-8,These ads ran without a disclaimer,≤100
104478879171707,Lin1130-10,These ads ran without a disclaimer,≤100
632228990183262,Chinesische Volkszeitung Online,These ads ran without a disclaimer,≤100
19595510126,Annual Reviews,These ads ran without a disclaimer,≤100
104810302470129,Lin1129-9,These ads ran without a disclaimer,≤100
101493902773017,SPIC-Turkey,These ads ran without a disclaimer,≤100
104158292537640,Lin1130-12,These ads ran without a disclaimer,≤100
104366095848455,Lin1129-3,These ads ran without a disclaimer,≤100
1174118549367115,Almoharir,Aadel Karmouti,≤100
1587103198245131,Zikoko,These ads ran without a disclaimer,≤100
112214348386501,Lin1129-2,These ads ran without a disclaimer,≤100
11949538375,chinadialogue,These ads ran without a disclaimer,≤100
105363750882345,Young Activists Summit,These ads ran without a disclaimer,≤100
222717911120348,Venus Remedies Limited,These ads ran without a disclaimer,≤100
