Page ID,Page name,Disclaimer,Amount spent (NOK)
207071939324369,Kristiansand KrF,Stefan Christian Avila,1294
100722841311675,"Kristiansand Pensjonistparti - Barn, Familie og Pensjonist",Kristiansand Pensjonistparti,394
135843375926,UNICEF Norge,UNICEF Norge,287
107073289663158,Frivillig.no,Frivillighet Norge,225
651345424909663,Frivillighet Norge,Frivillighet Norge,104
113275862050709,Næringslivets Hovedorganisasjon,Næringslivets Hovedorganisasjon,≤100
300127442096,Norske Kvinners Sanitetsforening,Norske Kvinners Sanitetsforening,≤100
171408368520,Norad,Norad,≤100
44960467949,Greenpeace Norge,Föreningen Greenpeace Norden,≤100
132368899297,Framtiden i våre hender,Framtiden i Våre Hender,≤100
140883578419,Flyktninghjelpen,Flyktninghjelpen,≤100
119797291429215,RIO - en landsdekkende brukerorganisasjon på rusfeltet,RIO - en landsdekkende brukerorganisasjon på rusfeltet,≤100
344674789296133,McKinsey & Company Norge,McKinsey & Company Inc Norway,≤100
227688410297,Radio Latin-Amerika,Radio Latin-Amerika,≤100
112012974739174,Evren Ünal - By og Fylkesvalget Kristiansand Agder MDG 2023,Evren Ünal,≤100
1241838412569626,Novartis Norge,Novartis Norge AS,≤100
173739506066242,LO Internasjonalt,LO,≤100
380405316155402,Stopp alzheimer og demens,Nasjonalforeningen for folkehelsen,≤100
126448980866214,Klassekampen,Klassekampen,≤100
46818767155,Miljøpartiet De Grønne - MDG,Miljøpartiet De Grønne,≤100
111272101809153,Select 24,These ads ran without a disclaimer,≤100
412991556169510,Ole Hovengen,Ole Hovengen,≤100
100231879042950,Fylkesordførerkandidat Niklas Eriksen - FrP,Niklas Eriksen,≤100
109820865749775,Betong Norge - Betongelementforeningen,John E Reiersen,≤100
127397190622314,Polyteknisk Forening,Polyteknisk Forening,≤100
417968848252894,Besteforeldrenes klimaaksjon,Besteforeldrenes Klimaaksjon,≤100
53828343371,Epilepsiforbundet,Epilepsiforbundet,≤100
20468812735,LO,LO,≤100
58345093445,Natur og Ungdom,Natur og Ungdom,≤100
198148715581,Vestfold og Telemark FrP,Vestfold og Telemark FrP,≤100
371106536283235,DAG OG TID,Dag og Tid AS,≤100
623596214494727,Anima - Stopp dyremishandling,Anima - stopp dyremishandling,≤100
105939782037295,Altinget.no,Altinget AS,≤100
186626994701210,Forbundet for Ledelse og Teknikk (FLT),Forbundet for Ledelse og Teknikk (FLT),≤100
111036919049229,Offshore Norge,Offshore Norge,≤100
227165807403160,Vestland Innvandrerråd,Vestland Innvandrerråd,≤100
2195177054093601,Kongsvinger SV,Mads Nuortta Skjørberg,≤100
507505952629359,Skolelederforbundet,Skolelederforbundet,≤100
111322125898812,Filter Nyheter,Filter Nyheter,≤100
178151959629,Europabevegelsen,Europabevegelsen i Norge,≤100
100885889429302,Verdinytt,Verdinytt AS,≤100
126448980866214,Klassekampen,Klassekampen AS,≤100
11526489541,Senterpartiet,Senterpartiet,≤100
21967399403,Cappelen Damm,Cappelen Damm,≤100
329627623789762,Trøndelag Sosialistisk Venstreparti,Trøndelag SV,≤100
128566103830426,Civita,Civita AS,≤100
1514642878748786,Stellar Equipment,These ads ran without a disclaimer,≤100
156545564365962,Stavanger Arbeiderparti,Stavanger Arbeiderparti,≤100
113524458268944,Wiadomości dnia,These ads ran without a disclaimer,≤100
155237934522744,Fellesrådet for Afrika - Norwegian Council for Africa,Fellesrådet for Afrika,≤100
159084565236,Transit magasin,Transit Media AS,≤100
108937341961976,Новости Дня,These ads ran without a disclaimer,≤100
13204463437,"UNHCR, the UN Refugee Agency",These ads ran without a disclaimer,≤100
