Page ID,Page name,Disclaimer,Amount spent (HNL)
1392592317738074,Jorge Cálix,Jorge Cálix,423
1619479898324505,Partido Liberal de Honduras,Partido Liberal de Honduras,272
349524351841734,Cárlenton Dávila,Jose Carlenton Davila Mondragon,119
1047750315359377,Tato Loucel,Edgardo  Hernan Loucel Aguilera,≤100
153003381515332,Cespad - Centro de Estudio para la Democracia,Centro de Estudio para la Democracia (Cespad),≤100
107658657801543,Ariel Montoya,Oscar Ariel Montoya Rodezno,≤100
138641796219203,Aves Honduras - ASHO,Aves Honduras - ASHO,≤100
459107311130639,Dr. Luther Harry,Dr. Luther Harry,≤100
459107311130639,Dr. Luther Harry,Dr. Luther Harry,≤100
109580408013707,Francisco Flores,Francisco Miguel Flores Guifarro,≤100
486382251906084,Honduras El Pais,Diario El  Pais.hn,≤100
100699988762231,ramonfcarranzad,These ads ran without a disclaimer,≤100
274138756817,Architonic,These ads ran without a disclaimer,≤100
103438711696898,Angelo Caltagirone - Meridiano Music,These ads ran without a disclaimer,≤100
109459948457740,Gustavo Caceres Diputado,Gustavo Alberto Caceres Banegas,≤100
152914224736727,Banco Mundial,These ads ran without a disclaimer,≤100
