Page ID,Page name,Disclaimer,Amount spent (KES)
8340223883,Avaaz,These ads ran without a disclaimer,265
110408975208360,Talking about matters,Well Made Strategy LLP,≤100
123182861072147,Hon Musalia W Mudavadi,Michael Lulu Mudavadi,≤100
1400771023469241,Anne Waiguru,Gacigi Njagi Gacigi,≤100
780365355477607,Kenya Muslim Youth Alliance,Kenya Muslim Youth Alliance,≤100
1506723769658512,Susan Kihika,Susan Kihika,≤100
101821255334402,HON. Machua Waithaka Kiambu MP,Tevin Muiruri,≤100
108315924735552,Nicholas Otieno Ogola;  TAWU Mombasa Branch Secretary,These ads ran without a disclaimer,≤100
858280234544841,United Green Movement,United Green Movement Party,≤100
164344500263690,Beijing Review,These ads ran without a disclaimer,≤100
108535778792153,Evang. Akwaha,These ads ran without a disclaimer,≤100
101602292721708,My Dog's Love,These ads ran without a disclaimer,≤100
1621692424754301,Minderoo Foundation,These ads ran without a disclaimer,≤100
384942025451714,Education Malaysia,These ads ran without a disclaimer,≤100
