Page ID,Page name,Disclaimer,Amount spent (UYU)
2229936167288652,Juan Sartori,Equipo Juan Sartori,≤100
225968600759645,Andrés Lima,Ernesto Dario Castro Rodriguez,≤100
721629447857727,567 El Espacio,Sol Ines Pereyra Zunin,≤100
165920193432209,Intendencia de Montevideo,Intendencia de Montevideo,≤100
100492222711808,Somos Todos Uruguayos,Somos Todos Uruguayos,≤100
107574220629167,Carolina Batista,Norma Valentina Pérez Nunez,≤100
860395507438977,Compromiso con el cambio,Santiago Raffo Arias,≤100
106025095512593,Corazón Celeste,These ads ran without a disclaimer,≤100
103988995047541,Diputada Nancy Nuñez Soler,Nancy Estela del Pilar Nuñez Soler,≤100
104630912620139,historia.ordenmundial,These ads ran without a disclaimer,≤100
179855312221800,SERNA GROUP,These ads ran without a disclaimer,≤100
101155476033811,Somos Cambio,These ads ran without a disclaimer,≤100
260505207474088,Libélula Cambio Climático,These ads ran without a disclaimer,≤100
