Page ID,Page name,Disclaimer,Amount spent (TWD)
238507146264909,國際特赦組織 台灣分會 Amnesty International Taiwan,國際特赦組織 台灣分會 Amnesty International Taiwan,183
148475335184300,Greenpeace 綠色和平 (台灣網站),Greenpeace 綠色和平 (台灣網站),148
693907914395620,良杯製所 Oolab,良杯製所 Oolab,144
467933563234921,南門書局-網路圖書名店、也有實體店面，誠信可靠！,玉河 孫,≤100
105864701769057,瑞馳智庫學院,瑞馳智庫股份有限公司,≤100
101046209392101,新事貸-新鑫特優經銷商,新事貸-新鑫特優經銷商,≤100
109462390640602,企業勞動法務管理顧問-勞動契約、勞資爭議、勞務健檢、教育訓練、法律事務、法律風險控管,芸廷 林,≤100
460410744059213,TotalEnergies,沛儒謝,≤100
177161918975981,基督教芥菜種會,基督教芥菜種會,≤100
202921733128123,黃露慧 Lulu,黃露慧,≤100
104499778172400,臺灣雷伊漢勒世界公民中心,臺灣雷伊漢勒世界公民中心,≤100
215213505975,FUNDAY英語教育,FUNDAY英語教育,≤100
1436850183290438,One-Forty,One-Forty,≤100
108937285425656,郭貞慧,These ads ran without a disclaimer,≤100
2430390413849261,奕綸有限公司,京昀,≤100
106801464127093,目目非營利 MUVE NPO,目目非營利,≤100
1649523455281990,遠山呼喚,遠山呼喚,≤100
106882809349191,CPBL 中華職棒,侯力元,≤100
104381935820077,南方，寂寞鐵道 On The Train,貝殼放大股份有限公司,≤100
1649151078446134,卓冠廷,冠廷卓,≤100
104624290080479,張育美,翊斌黃,≤100
171759036215066,創世紀不動產教育訓練中心,Micky  Wu,≤100
101355918337667,地天泰國際顧問有限公司,地天泰國際顧問有限公司,≤100
211730475524462,大陸委員會,大陸委員會,≤100
481065478629613,The News Lens 關鍵評論網,The News Lens 關鍵評論網,≤100
200363073753153,彩虹平權大平台,彩虹平權大平台,≤100
114159468223784,張建焜-行動發光 照亮青商,林杰,≤100
1487218698275407,南門書局二店-網路特價書店-也有實體店面，價格親民，誠信可靠的老店。（師友文化）,玉河 孫,≤100
237483602952352,黃適卓,適卓 黃,≤100
201107280815936,潔淨學-不咬手潔淨體貼,永勝 許,≤100
235679595900,民視新聞,民視新聞,≤100
108937285425656,郭貞慧,誠真創意有限公司,≤100
111654304644525,藍青挺,凱勛 鄧,≤100
218662974825481,王惠美,王惠美,≤100
101718182459153,天秤座戰士,Companionship Digital,≤100
239512030682497,第一手星聞,民視新聞,≤100
679518422104905,民視全球新聞,民視新聞,≤100
170671044596,天主教善牧基金會,天主教善牧基金會,≤100
1629474157289221,小牛頓,小牛頓科學教育有限公司,≤100
110699089014688,三立新聞,三立新聞,≤100
103141681121150,城市學,遠見雜誌,≤100
102794058683578,倡議家,These ads ran without a disclaimer,≤100
149004300631630,鄧凱勛 Kai,凱勛 鄧,≤100
1503745219913314,"孫大千Sun, Ta-Chien",宜軒 李,≤100
314757905313275,饒慶鈴,台東縣政府,≤100
141794853262655,中山大同陳怡君,怡君 陳,≤100
123082847747496,婦女救援基金會,財團法人台北市婦女救援社會福利事業基金會,≤100
125534862174582,法律萬狀通-書狀生成,法律萬狀通-書狀生成,≤100
1025786357451330,"范雲  FAN, Yun","范雲  FAN, Yun",≤100
105742975534267,吳明宜,吳明宜,≤100
148513668543221,地球公民基金會,地球公民基金會,≤100
125386714156073,天使心家族社會福利基金會,天使心家族社會福利基金會,≤100
359293781476624,看護達人 華鎰仲介,看護達人 華鎰仲介,≤100
108696572024879,民視嘎哩供,民視新聞,≤100
109750505173191,黃sir開講-黃英學,黃sir開講-黃英學,≤100
189061482332,張嘉郡,嘉郡張,≤100
107162861090654,法律協會-前置協商  更生 清算  免費諮詢,Yaya Lin,≤100
126361734041343,鳳凰國際公關顧問有限公司,志傑 邵,≤100
103993244913942,Milly & Sissy 台灣,Stephanie Hsu,≤100
131410820262008,宏其婦幼醫院,宏其婦幼醫院,≤100
127628276929,天下雜誌,天下雜誌,≤100
109358201564879,反廢死Q&A,天恩鄭,≤100
105931358099314,遠雄文教公益基金會,遠雄文教公益基金會,≤100
281219301931458,蔡其昌,蔡其昌,≤100
158025223269,今周刊,今周刊,≤100
219315794887869,聯合報,聯合報股份有限公司,≤100
105692292105892,黃士修,Shih-Hsiu Huang,≤100
111695394938904,桃園市議員 陳韋曄,詩婷陳,≤100
376687563131189,謝衣鳯,衣鳯謝,≤100
1385833738386412,徐志榮,嘉玲 詹,≤100
226660410787355,民視體育新聞,民視新聞,≤100
104478515128771,自忠學堂,Kaiwun Lin,≤100
441685342920785,張廖乃綸,張廖乃綸,≤100
112571907179969,玩霸教育,思揚 蘇,≤100
796994720374176,鳴人堂,鳴人堂,≤100
