Page ID,Page name,Disclaimer,Amount spent (LBP)
1918990294985442,Megaphone - ميغافون,Megaphone - ميغافون,177293
1438703606372190,Elham Said Freiha,Elham Said Freiha,105263
107800617419717,MYKA Foundation,MYKA Foundation,75940
102023711572671,أساس ميديا -  Asas Media,Asas Media,60150
1744356319118477,هنا لبنان,هنا لبنان,53083
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,45113
106197498149118,لبنان الكبير,Grand Lebanon,45113
1012540132187376,Alafdal News الأفضل نيوز,AlAfdal News الأفضل نيور,45113
394633411339696,fiftyfiftylb,FiftyFiftylb,40902
101985661610385,Annahar Al Arabi,Annahar Al Arabi,30075
347252006998,Nouhad Machnouk Official Page,Nouhad Machnouk Official Page,30075
327943840921884,ONDES,ONDES,30075
101130715157016,Ihab Chaaban,Sharks Creators SARL,15038
116141051407408,Amin Salam,Amin Salam,15038
1904241623145929,Democracy Reporting International Lebanon,Sharks Creators,15038
117345834653901,This is Beirut,This is Beirut,15038
322181790311,Lebanese Forces News,Lebanese Information Technology Services s.a.r.l,15038
110470091436602,Ici Beyrouth,Ici beyrouth,15038
105319651353770,Jusur,Jusur,15038
164267520267912,LebanonFiles.com (Live News From Lebanon),LebanonFiles.com (Live News From Lebanon),15038
2509759842418472,LebTalks,Lebtalks,≤100
109112633772887,180post,180Post,≤100
102672531482527,Ihab Matar - إيهاب مطر,AW,≤100
278035695547539,Legal Agenda  المفكرة القانونية,legal Agenda,≤100
111876598323760,صدى الأرز اللبنانية,صدى الأرز اللبنانية,≤100
123458990728979,maharat_training_center1,These ads ran without a disclaimer,≤100
1502687013388650,Media Factory News,Media Factory News,≤100
