Page ID,Page name,Disclaimer,Amount spent (BOB)
1239026999516818,Luis Fernando Camacho,Luis Fernando Camacho,131
109201057318552,JCSV,Fernando Omar Rosales Perez,121
1967100150206417,Instituto de Formación Femenina Integral - IFFI,Maya Fatima Garcia Rodriguez,114
964080723662055,Carlos Subirana Responde,Editorial CSS,≤100
106403237850347,Goberna Bolivia,Goberna,≤100
269633369881331,Senador Rodrigo Paz,Gabriela Pacello Guillen,≤100
104257317751894,Santiago Condori Apaza,Sandro Iquise Vincenti,≤100
2328823850688165,José M. Ormachea,José M. Ormachea,≤100
105941541719195,Concejo Municipal de El Alto,Ronald Wilson Morales Llerena,≤100
103616824624889,MedGestione S.A Py,These ads ran without a disclaimer,≤100
517750071766113,SEDES - BENI,Cedecap Bolivia,≤100
265420476920,Médecins du Monde France,These ads ran without a disclaimer,≤100
104401217909899,RoboForex,These ads ran without a disclaimer,≤100
110646790417113,dmontalvan,These ads ran without a disclaimer,≤100
103657802431109,Upcycling Andreina Quiroga,These ads ran without a disclaimer,≤100
207514629334623,قراءات إفريقية,These ads ran without a disclaimer,≤100
