Page ID,Page name,Disclaimer,Amount spent (HNL)
167878593236712,UNICEF en español,UNICEF con créditos publicitarios de Facebook,≤100
703368406666619,Vox Populi HN,Vox Populi HN,≤100
349524351841734,Cárlenton Dávila,Jose Carlenton Davila Mondragon,≤100
138816232821931,PNUD en Honduras,PNUD (Programa de las Naciones Unidas  para el Desarrollo),≤100
803587436436553,OCDIH,Lilian Guadalupe Gomez Dominguez,≤100
486382251906084,Honduras El Pais,Diario El  Pais.hn,≤100
153003381515332,Cespad - Centro de Estudio para la Democracia,Centro de Estudio para la Democracia (Cespad),≤100
1314458455242369,Diputado German Altamirano,German Altamirano,≤100
124252504303223,UNICEF (FR),UNICEF avec des crédits publicitaires Facebook,≤100
104599735671754,Goberna Honduras,Goberna Honduras,≤100
491553204198958,Revistazo.com,Revistazo.com,≤100
109076095187370,Youthoppia,These ads ran without a disclaimer,≤100
112529930493702,Democracia en Acción Hn,Voto Informado Honduras,≤100
