Page ID,Page name,Disclaimer,Amount spent (VND)
976536255734579,Xuất Khẩu Lao Động Nhật Bản-Bộ Lao Động Thương Binh Và Xã Hội,These ads ran without a disclaimer,17892
100375249454411,Lương Y Vùng Cao - Phạm Văn Thanh,These ads ran without a disclaimer,13783
107605632351555,Xu Hướng Công Nghệ - Thu Nhập Số,These ads ran without a disclaimer,10376
121578960939737,Tiềm Năng Kinh Tế Và Thu Nhập Số,These ads ran without a disclaimer,9805
107477781437035,Tổng Kho Kệ TiVi Vách Ngăn Luxury,These ads ran without a disclaimer,7212
109417788822868,Nền Tảng Tài chính,These ads ran without a disclaimer,2637
1507429892822619,BOM Money,BOM Money,1200
106387855135011,VTV Đặc Trị Ung Bướu - Thầy Thuốc Nhân Dân Phạm Văn Thanh,These ads ran without a disclaimer,1183
105498198088008,TINH HOA PHẬT HỌC,These ads ran without a disclaimer,441
113610375042750,GĐ MP  Linh Hương - Dương Hồng,These ads ran without a disclaimer,≤100
1733041533672667,"Громадське об'єднання ""Українці В'єтнаму""",These ads ran without a disclaimer,≤100
101858356227673,Fluid Centre UMP,These ads ran without a disclaimer,≤100
105636805642383,Đầu Tư Cùng Chuyên Gia Tài Chính,These ads ran without a disclaimer,≤100
