Page ID,Page name,Disclaimer,Amount spent (KES)
107725671976672,Willis Evans Otieno,Willis Evans Otieno K'Ochieng,102
110408975208360,Talking about matters,Well Made Strategy LLP,≤100
100835685957727,PRO PEACE KENYA,Brenda Kananu,≤100
106774262284810,Ks Joseph,These ads ran without a disclaimer,≤100
115460141448310,Kithure Kindiki Supporters,Robert Waswa Simiyu,≤100
115914467202210,"Dtr Owiti Owayo,FDR",These ads ran without a disclaimer,≤100
116308369063243,Kambria,These ads ran without a disclaimer,≤100
105363750882345,Young Activists Summit,These ads ran without a disclaimer,≤100
100211619492021,fanakameanssuccess,These ads ran without a disclaimer,≤100
