Page ID,Page name,Disclaimer,Amount spent (UYU)
2229936167288652,Juan Sartori,Equipo Juan Sartori,155
101576612559854,Encuentro ENFA,Encuentro EnFA,104
165920193432209,Intendencia de Montevideo,Intendencia de Montevideo,≤100
2101673416799600,El Día UY,El Día UY,≤100
100492222711808,Somos Todos Uruguayos,Somos Todos Uruguayos,≤100
225968600759645,Andrés Lima,Andrés Lima,≤100
284722471859469,Mario Ayala,These ads ran without a disclaimer,≤100
1663909410533738,Pit-Cnt - oficial,PITCNT,≤100
294017310722101,Senador Dupont,These ads ran without a disclaimer,≤100
114986235237547,CERES Uruguay,CERES Uruguay,≤100
530640683655093,President,These ads ran without a disclaimer,≤100
721117991332727,Llena de Vida - Sajeeva Hurtado,These ads ran without a disclaimer,≤100
