Page ID,Page name,Disclaimer,Amount spent (AED)
109031912182408,Shoes House,These ads ran without a disclaimer,≤100
104242895956113,خادمین اپلائی ویزا لا,These ads ran without a disclaimer,≤100
111783008404135,Thengil Mohammed Andathode,These ads ran without a disclaimer,≤100
220128938133929,Annual Investment Meeting,These ads ran without a disclaimer,≤100
1099556003449280,Feenix,These ads ran without a disclaimer,≤100
634040580565189,بروفيسور أحمد أبوجمال,These ads ran without a disclaimer,≤100
191399134327652,aramco,These ads ran without a disclaimer,≤100
