Page ID,Page name,Disclaimer,Amount spent (ZAR)
336794296437261,DA GPL,DA Gauteng Provincial Legislature,960
6011868110,Democratic Alliance,Democratic Alliance,534
136956534616,Times LIVE,TimesLIVE,435
110901495091012,Crtve Development,Crtve Development with Facebook Ad credits,375
601583776591843,Inkatha Freedom Party - IFP,Inkatha Freedom Party,348
195909420099,Solidariteit,Solidariteit,239
379138726819,ACDP,ACDP,148
2145594122138312,Action Society,Action Society,132
181204251979581,NEASA,National Employers' Association of South Africa,127
116657351312927,Pledge To Vote SA,Pledge to Vote,118
106172744063430,The Daily Friend,The Daily Friend,111
1742410059361710,AwakeMzansi,Awake Mzansi,110
119736861394881,Financial Mail,BusinessLIVE,104
86579745433,South African Institute of Race Relations,South African Institute of Race Relations,≤100
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,≤100
794336640617861,Cyril Ramaphosa Foundation,Cyril Ramaphosa Foundation,≤100
1018230624896572,Siyakwazi Youth Network,Siyakwazi Youth Network,≤100
217696894929887,FW de Klerk Foundation,FW de Klerk Foundation,≤100
115864538089777,Dear SA - Have Your Say,Dear S Africa,≤100
111207963731394,innerhearth,These ads ran without a disclaimer,≤100
111455384155,Partners in Sexual Health,Partners in Sexual Health,≤100
134187920103120,Dr. J. Reid (Neurologist),Johan Reid,≤100
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
153911331339003,ACDP Western Cape,African Christian Democratic Party,≤100
286506558722350,Inside Politics,Inside Politics,≤100
434577883273454,Sihle Zikalala,Sihle Zikalala,≤100
629021617133721,Judges Matter,Judges Matter,≤100
1019691118063870,Traverse Le Goff MP,Traverse Le Goff MP,≤100
112315630440653,Cape Independence Advocacy Group,Cape Independence Advocacy Group,≤100
103131862424141,IZWE LETHU PARTY,IZWE LETHU PARTY,≤100
10150139011205084,Cape Independence Party - Vote Capexit,Cape Independence Party,≤100
105855815902499,jlragency,These ads ran without a disclaimer,≤100
104883172658418,Mmeli Mkhonto,These ads ran without a disclaimer,≤100
615040838898606,Angry Birds Dream Blast,These ads ran without a disclaimer,≤100
1027626217435226,Richouses,These ads ran without a disclaimer,≤100
108350544421634,How&Why,These ads ran without a disclaimer,≤100
105433098937696,Fun Magazine Club,These ads ran without a disclaimer,≤100
100305849167750,Born To Know,These ads ran without a disclaimer,≤100
