Page ID,Page name,Disclaimer,Amount spent (NGN)
191066234648103,Shehu Musa Yar'Adua Foundation,Shehu Musa Yar'Adua Foundation,922
1567614746869354,Daily Shopping,Awotidebe Oluwaseyifunmi,379
108424365195479,Ethan Uzamere,Ethan Uzamere,254
102399141248203,Chief Edward David Onoja,Isaac Ukpahiu'ojo Agene,151
107445915275172,Story Teller,These ads ran without a disclaimer,136
913242715449176,Prophet Ekong Ituen Ministries,Ekong Ituen,122
590202251174437,Interfaith Dialogue Forum for Peace,Interfaith Dialogue Forum for Peace,≤100
1102698893087946,Pevron Technology,Collins Uwomano Otuwho,≤100
100202924924063,Page 36,Page 36,≤100
103018869332378,BantuPage,Ikechukwu Orji,≤100
100764834839333,Minister Christy Ogbewi,These ads ran without a disclaimer,≤100
111886761834763,Amel page,These ads ran without a disclaimer,≤100
374543173059777,Hon. Adewumi Adeyemi,Adedayo Tolulakin Oderinu,≤100
103937487661032,Readytoleadafrica,ReadyToLeadAfrica,≤100
1924396441113309,Onogwu Muhammed,Martins Onuorah,≤100
108078285184480,Funfunlogun Exploratory Group,These ads ran without a disclaimer,≤100
103056309161921,Meksmedia,Meksmedia,≤100
102169824695398,Rero TV,Rero TV,≤100
101174669207027,H.E Amb Dr. Johnny Metchie,H.E Amb Dr. Johnny Metchie,≤100
1741170089436080,National Association of Banking & Finance Students - Nabafs,These ads ran without a disclaimer,≤100
104208298990251,Tobe Motors,These ads ran without a disclaimer,≤100
128728490537179,Asuquo Ekpenyong,Prince Charles Ekanem Iv,≤100
102406562561015,Umar Namadi,Muttaka Turaki Gujungu,≤100
100630106168852,Pop2tv,These ads ran without a disclaimer,≤100
104417408744071,Ramssyn James movie production,These ads ran without a disclaimer,≤100
101540802869414,association_le_bon_coeur,These ads ran without a disclaimer,≤100
1617885935139653,The Liberator,The Liberator,≤100
164432246934163,Chopard,These ads ran without a disclaimer,≤100
106955635517175,Petroleum Industry Act and You,The Nigerian Upstream Petroleum Regulator Commission,≤100
668701066598159,مجلس حكماء المسلمين,These ads ran without a disclaimer,≤100
188890111132385,Oxford Academic (Oxford University Press),These ads ran without a disclaimer,≤100
100374392742057,Weregreenly- Magazine,These ads ran without a disclaimer,≤100
