Page ID,Page name,Disclaimer,Amount spent (ZAR)
102251394547417,VF Plus - Lesedi Plaaslike Munisipaliteit,Vryheidsfront Plus / Freedom Front Plus,1011
105557964210312,VF Plus - Ekurhuleni Metropolitaanse Munisipaliteit,Vryheidsfront Plus / Freedom Front Plus,733
187645864452,Vryheidsfront Plus / Freedom Front Plus,Vryheidsfront Plus / Freedom Front Plus,526
136956534616,Times LIVE,TimesLIVE,418
195909420099,Solidariteit,Solidariteit,314
478479492268974,Sunday Times ZA,Sunday Times,263
181204251979581,NEASA,National Employers' Association of South Africa,141
116657351312927,Pledge To Vote SA,Pledge to Vote,130
109374997915302,Mayor Geordin Hill-Lewis,Mayor Geordin Hill-Lewis,114
119736861394881,Financial Mail,BusinessLIVE,104
2145594122138312,Action Society,Action Society,≤100
106172744063430,The Daily Friend,The Daily Friend,≤100
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,≤100
1442286572460668,Inside Education,Inside Education,≤100
217696894929887,FW de Klerk Foundation,FW de Klerk Foundation,≤100
1271402709601865,HEALA,HEALA,≤100
794336640617861,Cyril Ramaphosa Foundation,Cyril Ramaphosa Foundation,≤100
134187920103120,Dr. J. Reid (Neurologist),Johan Reid,≤100
98673036962,ROLDA,These ads ran without a disclaimer,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
108096858922548,The People's Movement,The People's Movement,≤100
112315630440653,Cape Independence Advocacy Group,Cape Independence Advocacy Group,≤100
144985128871748,City of Cape Town,City of Cape Town,≤100
1018230624896572,Siyakwazi Youth Network,Hamlet Enrico Johannes,≤100
103029712751328,lindamabhena_olagunju,These ads ran without a disclaimer,≤100
111326403969815,DA Nelson Mandela Bay,Democratic Alliance,≤100
100374392742057,Weregreenly- Magazine,These ads ran without a disclaimer,≤100
178713262328364,DA KZN,Democratic Alliance,≤100
6011868110,Democratic Alliance,Democratic Alliance,≤100
123971017684407,HeraldLIVE - Nelson Mandela Bay,HeraldLIVE,≤100
100445789444317,DA EC Legislature,Democratic Alliance,≤100
101945665055819,Democratic Alliance Cradock,Democratic Alliance,≤100
100172476278127,Easy Study,These ads ran without a disclaimer,≤100
110818941452003,Morehackz Stories,These ads ran without a disclaimer,≤100
