Page ID,Page name,Disclaimer,Amount spent (GTQ)
331961940541181,Partido Victoria,Partido Político Victoria,≤100
414127029025760,CABAL,CABAL,≤100
100169482992019,Sebastián Arzú,Sebastián Arzú,≤100
104917155362067,Roberto Arzu García-Granados,Roberto Arzú García-Granados,≤100
109189810962889,Comunidad Elefante,Shorik Yann Mejia Blanco,≤100
1911003529195315,Roberto Arzú,Roberto Arzú García-Granados,≤100
110582257361172,Partido Azul,Partido Azul,≤100
106908785419555,Goberna Guatemala,Goberna,≤100
196258110831945,Partido Valor,Partido Valor,≤100
100990022892856,Movimiento Político WINAQ Totonicapán,Ricardo Mazariegos,≤100
112086655128494,Danilo Mazariegos,Dilan Daniel,≤100
281554395331686,República,"Republica GT, S.A.",≤100
386252852217600,Género y Metodologías,These ads ran without a disclaimer,≤100
