Page ID,Page name,Disclaimer,Amount spent (GTQ)
1911003529195315,Roberto Arzú,Roberto Arzú García-Granados,≤100
100169482992019,Sebastián Arzú,Sebastián Arzú,≤100
331961940541181,Partido Victoria,Partido Político Victoria,≤100
142373979127061,Partido Unionista,Partido Unionista,≤100
110582257361172,Partido Azul,Partido Azul,≤100
106908785419555,Goberna Guatemala,Goberna,≤100
104459661292913,Noticias San Miguel Ixtahuacán,Jennifer Lopez,≤100
100373105041599,Noticias Sipacapa,Jennifer Lopez,≤100
109663920767127,Noticias Comitancillo,Jennifer Lopez,≤100
104198917984643,Noticias Concepción Tutuapa,Jennifer Lopez,≤100
117104427979587,Mega Oferta,María Yhoselyn Sambrano Toma,≤100
111035383962426,Noticias Tacaná,Jennifer Lopez,≤100
104088575626269,Unidad Nacional de la Esperanza Xela,Unidad Nacional de la Esperanza Xela,≤100
103100369170392,UNE Sacatepéquez -oficial-,UNE Sacatepéquez -oficial-,≤100
281554395331686,República,"Republica GT, S.A.",≤100
102359978173169,Noticias San Lorenzo S.M.,Jennifer Lopez,≤100
110198674046882,Noticias San Cristóbal Cucho,Jennifer Lopez,≤100
109293990804478,Noticias Ixchiguán,Jennifer Lopez,≤100
103222091419273,Noticias San José Ojetenam,Jennifer Lopez,≤100
142556265766634,Guatemala Visible,Guatemala Visible,≤100
111083754946084,Partido Humanista San Marcos -PHG-,Partido Humanista San Marcos -PHG-,≤100
103529875762960,CABAL Chicacao,CABAL Chicacao,≤100
101559144921198,Noticias San Pedro Sacatepéquez,Jennifer Lopez,≤100
391831020911364,Luis Carlos Rivero - Fondista -,Luis Carlos Rivero - Fondista -,≤100
109189810962889,Comunidad Elefante,Shorik Yann Mejia Blanco,≤100
101486344928292,Noticias Sibinal,Jennifer Lopez,≤100
103232488084729,Noticias Río Blanco S.M.,Jennifer Lopez,≤100
119057720784594,El Búho,El Búho,≤100
102820572563457,UNE Carchá,Carlos Mauricio Caal Xoy,≤100
103769008029892,Noticias San Marcos,Jennifer Lopez,≤100
1298187670312491,CABAL Departamento de Guatemala,CABAL Departamento de Guatemala,≤100
2071382303094374,DUKE,These ads ran without a disclaimer,≤100
183391831715311,Utel Universidad,These ads ran without a disclaimer,≤100
229496247180755,Fundación Libertad y Desarrollo,These ads ran without a disclaimer,≤100
