Page ID,Page name,Disclaimer,Amount spent (NGN)
100486959387581,Ada Ogbu Nara,Chisom Okechukwu Kenneth,2766
102823605038626,Phoenix Relations,These ads ran without a disclaimer,720
252185758819200,Babajide Sanwo-Olu,Babajide Sanwo-Olu,490
103018869332378,BantuPage,Ikechukwu Orji,354
105208365731340,F-SAO4Tinubu/Shettima2023,Emmanuel Oko,≤100
701090923257144,Within Nigeria,WITHIN NIGERIA MEDIA LTD,≤100
101622722635138,Advocacy For Good Governance,Nnadi Sunny,≤100
205279466743027,Lux Terra Leadership Foundation,Lux Terra Leadership Foundation,≤100
110635338055920,Cedanac Resources,Cedanac Resources,≤100
971769479677563,Gbenga Olawepo-Hashim,Emmanuel Oko,≤100
102399141248203,Chief Edward David Onoja,Isaac Ukpahiu'ojo Agene,≤100
109102048600128,Ekpoto Campaign Organization,Ekpoto Campaign Organization,≤100
511160669047435,Senator Bassey Albert  - OBA,Benedict Raphael Ibanga,≤100
1102698893087946,Pevron Technology,Collins Uwomano Otuwho,≤100
171885956874687,Because Of Our Tomorrow,BOOT Party,≤100
100202924924063,Page 36,Page 36,≤100
100383154696053,Lukaconfu vocal,Lukaconfu vocal,≤100
1598205703573433,Senator Uba Sani,Uba Sani Media,≤100
744766039058747,Inside Kaduna,Inside Kaduna Media,≤100
101649462831068,Delta advocate 4 sheriff uk,Benjamin Mathew,≤100
101075832871727,Progressives For Renewed Hope,Progressives For Renewed Hope,≤100
971769479677563,Gbenga Olawepo-Hashim,Olushola Oni,≤100
112372781761085,Abibat Mogaji Beneficiaries Vanguard 4 BAT,Odunbaku Sodiq Adekunle,≤100
104238252286926,Nwankwo Promise Chibuzo,Mboo Augustine Uchenna,≤100
103366965764013,BAT KSM Progressives Support Group,BAT KSM Progressives Support Group,≤100
101836915650800,Veritas MEDIA,THE POLITICO,≤100
111271261379124,Effective Campaign Management Media,Effective Campaign Management Media,≤100
103696798885313,Hon Onidare Sunday Bukunmi,Afeez Lawal,≤100
100665436027116,Team Okoye Chukwuma Pius - TOCP,These ads ran without a disclaimer,≤100
104580814933921,Coach Mitchell H.,These ads ran without a disclaimer,≤100
258810957658900,Adamu A. Babale Makera,Adamu A. Babale Makera,≤100
1810770082585803,Vincent Idele-Iyen,These ads ran without a disclaimer,≤100
120346118099706,BrandPower,BrandPower,≤100
102835755970763,NN19,NN19,≤100
126460284139483,Nigerianeye,NigerianEye,≤100
102096876127435,BAT 2023,Abraham Adesanya Adetutu A.,≤100
102685872683880,titihorsfall,These ads ran without a disclaimer,≤100
661879807208966,ATIN - Atiku Transformation Initiative For Nigeria,ATIN - Atiku Transformation Initiative For Nigeria,≤100
100708119203564,Louis Perron,These ads ran without a disclaimer,≤100
948223658602676,Avante Creatives,Avante Creatives,≤100
108375318583969,Partner Africa,These ads ran without a disclaimer,≤100
1746241522274014,Hajiya Maryam Mairo Aminu Waziri Tambuwal Online Forum,Amiru Adamu,≤100
