Page ID,Page name,Disclaimer,Amount spent (LBP)
1428873024044736,المدن - almodon,المدن - almodon‎,163283
1438703606372190,Elham Said Freiha,Elham Freiha,89552
110436471982277,Assaha.square,Assaha.square,76269
137195823051820,Maharat Foundation,Maharat Foundation,73582
1744356319118477,هنا لبنان,هنا لبنان,44776
106197498149118,لبنان الكبير,Grand Lebanon,44776
104918301844248,Project Watan LB,Project Watan,40597
322181790311,Lebanese Forces News,Lebanese Information Technology Services s.a.r.l,29851
466221740108607,May Chidiac Foundation - Media Institute,May Chidiac,29851
129660230432028,Dr. Toufic Hindi,Toufic Hindi,29851
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,23284
105319651353770,Jusur,Jusur,16716
417957431563766,NAHNOO,These ads ran without a disclaimer,14925
2509759842418472,LebTalks,Lebtalks,14925
2319249898311729,National Bloc - الكتلة الوطنيّة,National Bloc - الكتلة الوطنيّة,14925
110470091436602,Ici Beyrouth,Ici beyrouth,14925
116157328113022,Hide Park,Friedrich-Ebert-Stiftung Lebanon Office,14925
110061328654858,Judge Mohamad Saab,Judge Mohamad Saab,14925
108728968627122,Beirut24.org,Beirut24.org,14925
775764945964442,Nabil Badr-نبيل بدر,Nabil Badr-نبيل بدر,14925
128417954019381,Al-Moltaka,Melhem Boustany,14925
107800617419717,MYKA Foundation,Elie M. ElHelou,14925
1918990294985442,Megaphone - ميغافون,Megaphone - ميغافون,14925
105179449143831,Smart Municipality,SMA,12537
102672531482527,Ihab Matar - إيهاب مطر,AW,2090
100912541413695,Más Impulso,These ads ran without a disclaimer,≤100
100706719315707,The Policy Initiative مبادرة سياسات الغد,The Policy Initiative مبادرة سياسات الغد,≤100
446168552419572,SEEDS for Legal Initiatives - نواة للمبادرات القانونية,SEEDS for Legal Initiatives - نواة للمبادرات القانونية,≤100
366743290567184,WIRED Middle East,These ads ran without a disclaimer,≤100
103908344892760,Alfred Riachi الفرد رياشي,These ads ran without a disclaimer,≤100
210927869316790,Mohamad Shaker Kawas - محمد شاكر القواس,Mohamad Shaker Kawas - محمد شاكر القواس,≤100
229215123835874,Nabatieh.org,These ads ran without a disclaimer,≤100
110028785426973,Tayyar_org,These ads ran without a disclaimer,≤100
107698404702208,Alkalima,Alkalima Onlime,≤100
