Page ID,Page name,Disclaimer,Amount spent (UYU)
2229936167288652,Juan Sartori,Equipo Juan Sartori,150
860395507438977,Compromiso con el Cambio,Compromiso con el Cambio,≤100
721629447857727,567 El Espacio,Partido por la Victoria del Pueblo - Espacio 567 - Frente Amplio,≤100
2332750643467917,Yamandú Costa,Espacio 2040,≤100
225968600759645,Andrés Lima,Andrés Lima,≤100
100492222711808,Somos Todos Uruguayos,Somos Todos Uruguayos,≤100
260130691485088,Carlucho Moreno,Carlucho Moreno,≤100
271958522909962,Portal Relámpago,These ads ran without a disclaimer,≤100
489179047956298,Allwork.Space,These ads ran without a disclaimer,≤100
294017310722101,Senador Dupont,These ads ran without a disclaimer,≤100
105409475569811,AO Recon Latin America,These ads ran without a disclaimer,≤100
530640683655093,President,These ads ran without a disclaimer,≤100
