Page ID,Page name,Disclaimer,Amount spent (ISK)
737169626371453,Heimildin,Stundin,664
607573825973006,LÍS - Landssamtök íslenskra stúdenta,Landssamtök Íslenskra Stúdenta,361
250725931675,Forsætisráðuneytið,Forsætisráðuneytið,326
429577173821764,Matvælaráðuneytið,matvælaráðuneytið,276
154893001218870,ADHD samtökin,ADHD samtökin,123
269089752708,Sjálfstæðisflokkurinn,Sjálfstæðisflokkurinn,115
573559522797177,Flokkur fólksins,Flokkur Fólksins,113
164535469970,Fjarðalistinn,Fjarðalistinn,≤100
117923164930140,Lifandi vísindi- Lifandi saga,Guðbjartur Finnbjörnsson,≤100
276600879474149,Icelandic Wildlife Fund,The Icelandic Wildlife Fund,≤100
105986171646268,Diljá Mist,Diljá Einarsdóttir,≤100
137524753533383,Miðflokkurinn,Miðflokkurinn,≤100
109986694524045,Skapskap,These ads ran without a disclaimer,≤100
114057194960942,Samstöðin: Fréttir,Samstöðin ehf,≤100
184042545536602,Garðabæjarlistinn,Garðabæjarlistinn,≤100
28312410177,World Food Programme,These ads ran without a disclaimer,≤100
