Page ID,Page name,Disclaimer,Amount spent (NGN)
753031955030992,Atiku-Okowa.com,One Nigeria Movement,12966
273475106700480,Peter Obi Support Network,Wilson Obinna Agu-Thomas,7035
171885956874687,Because Of Our Tomorrow,BOOT Party,4852
252185758819200,Babajide Sanwo-Olu,Babajide Sanwo-Olu,1845
102096876127435,BAT 2023,Abraham Adesanya Adetutu A.,1384
103018869332378,BantuPage,Ikechukwu Orji,949
345763855563592,Savdfutur,Savdfutur,613
1572089193014869,DUMO Lulu-Briggs Recommended,DUMO Lulu-Briggs Recommended,526
661879807208966,ATIN - Atiku Transformation Initiative For Nigeria,ATIN - Atiku Transformation Initiative For Nigeria,461
105208365731340,F-SAO4Tinubu/Shettima2023,Emmanuel Oko,451
101075832871727,Progressives For Renewed Hope,Progressives For Renewed Hope,359
211471295567785,Dr. Paul Enenche,These ads ran without a disclaimer,315
205279466743027,Lux Terra Leadership Foundation,Lux Terra Leadership Foundation,290
104680361991427,Hon. Mojisolaoluwa Alli-Macaulay,Omayeli Christabell Amorighoye,260
102399141248203,Chief Edward David Onoja,Isaac Ukpahiu'ojo Agene,252
1663913513914881,English Cameroon for a United Cameroon,English Cameroon for a United Cameroon,251
116248814706806,Vote4climateng,Adebiyi Agnes,225
100595249525719,Benjamin Kayode Adereti Support Group,Benjamin Kayode Adereti Support Group,191
511160669047435,Senator Bassey Albert  - OBA,Benedict Raphael Ibanga,190
126460284139483,Nigerianeye,NigerianEye,172
100227202825420,Booth 2 Booth With Tinubu,Booth 2 Booth With Tinubu,153
102619289418448,Refined Alliance for Atiku,Pius Ihechi Ikeoba,153
100202924924063,Page 36,Page 36,138
101649462831068,Delta advocate 4 sheriff uk,Benjamin Mathew,129
1102698893087946,Pevron Technology,Collins Uwomano Otuwho,122
163781703715266,Pulse Nigeria,Pulse Nigeria,≤100
100383154696053,Lukaconfu vocal,Lukaconfu vocal,≤100
112372781761085,Abibat Mogaji Beneficiaries Vanguard 4 BAT,Odunbaku Sodiq Adekunle,≤100
101704896170189,Lagos Labour Support Group,Oluseyi Adesanya,≤100
1598205703573433,Senator Uba Sani,Uba Sani Media,≤100
101836915650800,Veritas MEDIA,THE POLITICO,≤100
111271261379124,Effective Campaign Management Media,Effective Campaign Management Media,≤100
101622722635138,Advocacy For Good Governance,Nnadi Sunny,≤100
1813961455356524,Sen. Lawrence Ewhrudjakpo,Sen. Lawrence Ewhrudjakpo,≤100
103366965764013,BAT KSM Progressives Support Group,BAT KSM Progressives Support Group,≤100
991055821093351,Itech Computer Center,These ads ran without a disclaimer,≤100
112349224687773,Kufre Ekpoh,Kufre Imo Ekpoh,≤100
535116016523647,Catering to Africans in Need - CAIN,These ads ran without a disclaimer,≤100
100192066338573,pcash_godone,These ads ran without a disclaimer,≤100
108741524217559,Mayorspeaks,These ads ran without a disclaimer,≤100
1746241522274014,Hajiya Maryam Mairo Aminu Waziri Tambuwal Online Forum,Amiru Adamu,≤100
101620952700531,Babandi Ibrahim,Babandi Gumel Ibrahim,≤100
103060401407185,Bayelsa Government New Media,Bayelsa Government New Media,≤100
156788224389897,University of Toronto Scarborough (UTSC),These ads ran without a disclaimer,≤100
258810957658900,Adamu A. Babale Makera,Adamu A. Babale Makera,≤100
1408811202692347,Child Online Africa,These ads ran without a disclaimer,≤100
553607648072504,Alruwaq -  جريدة الرواق,These ads ran without a disclaimer,≤100
102835755970763,NN19,NN19,≤100
104440361079448,Hon Amechi Chinyelu,These ads ran without a disclaimer,≤100
