Page ID,Page name,Disclaimer,Amount spent (CZK)
60516116431,Člověk v tísni,Člověk v tísni o.p.s.,1355
2214398435317853,CNN Prima NEWS,FTV Prima,725
314038193269,211 - Zdravotní pojišťovna ministerstva vnitra ČR,Zdravotní pojišťovna ministerstva vnitra ČR,538
176688316811,Vodafone CZ,Vodafone Czech Republic a.s.,362
149945438407451,Svoboda zvířat,"Svoboda zvířat Plzeň, z.s.",166
30575632699,ODS - Občanská demokratická strana,ODS - Občanská demokratická strana,141
104768355190287,Sázíme Česko,PlanetWe Rewild s.r.o.,104
178362315106,European Parliament,European Parliament,≤100
356451014434612,Marian Jurečka,KDU-ČSL,≤100
228361180513562,Deník E15,CZECH NEWS CENTER a. s.,≤100
1956144064659620,BlueTV,Aliance pro budoucnost,≤100
487445514669670,Petr Fiala,ODS - Občanská demokratická strana,≤100
179497582061065,Tomio Okamura - SPD,Svoboda a přímá demokracie - SPD,≤100
50309511751,Český rozhlas - Radiožurnál,Český rozhlas,≤100
107898832590939,European Commission,European Commission,≤100
137778619615350,Voyo.cz,TV Nova s. r. o.,≤100
134443820058669,Zbyněk Stanjura,ODS - Občanská demokratická strana,≤100
1757913860945739,ORLEN Unipetrol,ORLEN Unipetrol a.s.,≤100
609246842426009,Rekonstrukce státu,Rekonstrukce státu,≤100
58887737763,Hnutí DUHA - Přátelé Země Česká republika,Hnutí DUHA - Přátelé Země Česká republika,≤100
1416733788557863,Pravda o vodě a voda lidem,Pravda o vodě a voda lidem,≤100
106834174877753,Svět hospodářství,"SH media, spol. s r.o.",≤100
137301989386,Aktuálně.cz,Aktuálně.cz,≤100
287724754662359,HateFree Culture,HateFree Culture,≤100
203656526961481,Klub Pátečníků - patecnici.cz,Klub Pátečníků s.r.o.,≤100
424114981002397,Český rozhlas Plus,Český rozhlas,≤100
34825122262,Časopis Reflex,CZECH NEWS CENTER a. s.,≤100
264983260329918,Rádio Universum,Kupředu do minulosti s.r.o.,≤100
211685455639198,Ministerstvo práce a sociálních věcí,Ministerstvo práce a sociálních věcí,≤100
90002267161,TOP 09,TOP 09,≤100
693725074166331,Naše zdravotnictví,Naše zdravotnictví,≤100
251656685576,KDU-ČSL,KDU-ČSL,≤100
394570898000897,Kniha Revoluce - Jakub Trpiš,Jakub Trpis,≤100
100955509189359,Redakce NF Svědomí národa,Nadační fond Svědomí národa,≤100
1469427909957890,Reportér magazín,Reportér magazín,≤100
108973609370,Linka bezpečí,Linka bezpečí,≤100
100866455735800,Aussies Sky News,These ads ran without a disclaimer,≤100
111108757492137,Libor Vondráček • Svobodní,Libor Vondráček • Svobodní,≤100
52479821102,Týdeník Respekt,Týdeník Respekt,≤100
100201752249169,Spolu21,Občanská demokratická strana,≤100
227416910669250,Komora daňových poradců ČR,Komora daňových poradců ČR,≤100
104635828989286,Teplator,"TEPLÁTOR, a.s.",≤100
711658465662315,XTV,XTV,≤100
124212050978293,Kverulant org,Kverulant org,≤100
416190415243,Fakulta životního prostředí - ČZU v Praze,Fakulta životního prostředí,≤100
460558621177512,Zálohujme.cz,Zálohujme,≤100
369035059843617,REMAX Delux,Tomáš Šimek,≤100
579215965436046,JSNS,"Člověk v tísni, o.p.s.",≤100
109664387308142,Poradna pro obce,KVB advokátní kancelář s.r.o.,≤100
378827025796132,Peak.cz,Peak.cz,≤100
453697017993990,Aspen Institute Central Europe,Aspen Institute Central Europe,≤100
108912897259781,Психічне здоров'я для України,These ads ran without a disclaimer,≤100
125830487980906,Solární asociace,Solární asociace,≤100
413476830191,Prague Security Studies Institute,Prague Security Studies Institute,≤100
100713699374019,Richard Brabec,Richard Brabec,≤100
100843142503124,ZjistiVíc.cz,Zjisti víc,≤100
205487459463490,Helios od Asseco Solutions,These ads ran without a disclaimer,≤100
124152241443,Čmelák - Společnost Přátel Přírody,Čmelák - Společnost přátel přírody,≤100
733410133337387,Michaela Šojdrová,Michaela Šojdrová,≤100
284944781875,EURACTIV.cz,EURACTIV.cz,≤100
43855944703,Svobodní,Svobodní,≤100
567229570370422,Eva Decroix,Decroix Eva,≤100
103779080972210,Youradio Talk,Youradio Talk,≤100
1701718886552103,Moje Evropa,Moje Evropa,≤100
119624098506,Kateřina Konečná,Filip Zachariaš,≤100
104940818596176,Akordy Václava Hnátka,Michaela Kaufmanová,≤100
343987063337791,CyberBlog,Cyber Security Solutions s.r.o.,≤100
220814337523,Kurzy.cz,"Kurzy.cz, spol. s r.o.",≤100
2244726532215982,Senátorský klub - Starostové a nezávislí,Senátorský klub Starostové a nezávislí,≤100
123858471641,iROZHLAS.cz,Český rozhlas,≤100
265056436921261,NOVÁ SÍŤ,Nová síť z.s.,≤100
108342850697974,Hejtman Josef Suchánek,Starostové a nezávislí • STAN,≤100
117823623864,Transparency International ČR,Transparency International ČR,≤100
288004403427,"Friedrich-Ebert-Stiftung, zastoupení v České republice","Friedrich-Ebert-Stiftung, zastoupení v České republice",≤100
110858965631193,Klimatická koalice,"Centrum pro dopravu a energetiku, z.s.",≤100
317530692148022,Evropa v datech,Evropa v datech,≤100
267806570729225,Národní Noviny,Hrubon Rudolf,≤100
106569184915270,Lucie Kantorová,Lucie Kantorova,≤100
1776002445975063,V síti Ivana Langera,RiverSong s.r.o.,≤100
102620981865843,Jana Skopalíková - radní pro životní prostředí a zemědělství,Jana Skopalíková,≤100
102844685102730,Olga Richterová - místopředsedkyně Sněmovny,Česká pirátská strana,≤100
106901094332851,Recykluj - nespaluj,Recykluj - nespaluj hys,≤100
586817644761028,Vladimír Balaš,STAN,≤100
226207821151572,Marek Novák - poslanec zlínského kraje,Marek Novák,≤100
548487565163265,"Buď Čech, buď laska",Tomáš Rufer,≤100
107572505087543,AŘOV - Asociace řidičů osobních vozidel,"Asociace řidičů osobních vozidel, z.s.",≤100
