Page ID,Page name,Disclaimer,Amount spent (GTQ)
414127029025760,CABAL,CABAL,428
161800283848513,CREO,CREO,370
196258110831945,Partido Valor,Partido Valor,311
187073013532,Partido VIVA,Partido Visión con Valores,293
436246383083297,TODOS,TODOS,176
102762215788405,VOS.gt,VOS.gt,141
105946259158286,Arias Consultores Guatemala,Arias Consultores,112
111055994050917,E-data,E-data,112
110226594945647,Partido BIEN,Partido BIEN,106
101372268406640,Unión Republicana,Unión Republicana,≤100
268285610002238,FCN Nación,FCN Nación,≤100
96594798704,Movimiento Cívico Nacional - MCN,Movimiento Cívico Nacional,≤100
1612828795636861,Movimiento Semilla,Movimiento Semilla,≤100
174740409237665,TSE Guatemala,TSE Guatemala,≤100
338741412846602,Punto Noticias,Punto Noticias,≤100
103639884893606,PIN,PARTIDO DE INTEGRACIÓN NACIONAL PIN,≤100
110582257361172,Partido Azul,Partido Azul,≤100
238268799547266,TV Azteca Guatemala,TV Azteca Guatemala,≤100
1849068175149032,Movimiento Político WINAQ,Movimiento Político WINAQ,≤100
142373979127061,Partido Unionista,Partido Unionista,≤100
1212640285520369,Asociación Política Caminemos,Asociación Política Caminemos,≤100
744048319050593,Partido Humanista de Guatemala -PHG-,Partido Humanista de Guatemala -PHG-,≤100
106046418877955,GuateNoticias,GuateNoticias,≤100
111949081919208,GuaTelevision,GuaTelevision,≤100
754661271544464,El Sol de Mixco,El Sol de Mixco,≤100
142556265766634,Guatemala Visible,Guatemala Visible,≤100
127324563607442,Emerson García,Emerson García,≤100
106555824384543,Detrás de la Política,Detrás de la Política,≤100
109312665510690,Politica Chapin,Politica Chapin,≤100
933476896725479,Congreso Jurídico de Derechos Humanos de las Mujeres,Congreso Jurídico de Derechos Humanos de las Mujeres,≤100
101220908193802,Toque de queda,Toque de queda,≤100
1710300235853890,Noticiero El Vigilante,Noticiero El Vigilante,≤100
1466927680295354,Otrans Guatemala,Otrans Guatemala,≤100
116255971414800,Política Migración,Política Migración,≤100
110863925129519,Unión Repúblicana-Taxisco,Unión Repúblicana-Taxisco,≤100
115808381519839,Los Niños de Mulet,Los ninos de mulet,≤100
379424505547,OACNUDH - Guatemala,Oficina del Alto Comisionado de las Naciones Unidas para los Derechos Humanos en Guatemala,≤100
304499560287545,Mariano Portillo,These ads ran without a disclaimer,≤100
105602585885874,La Corte de los Chapines,La Corte de los Chapines,≤100
109004242214327,Tu Voto Cuenta,Ciudadania Activa,≤100
105661345802501,Partido político Victoria Huehue,Partido político Victoria Huehue,≤100
100682391473591,Loacker,These ads ran without a disclaimer,≤100
298696726936594,Senacyt/concyt,These ads ran without a disclaimer,≤100
281554395331686,República,"Republica GT, S.A.",≤100
107592792281275,Valor Nentón,Valor Nentón,≤100
106908785419555,Goberna Guatemala,Goberna,≤100
322865159833,RCD Espanyol de Barcelona,These ads ran without a disclaimer,≤100
