Page ID,Page name,Disclaimer,Amount spent (BOB)
128123870725,Samuel Doria Medina,Samuel Doria Medina,≤100
100213725913514,Unidad de Coordinación del Programa Piloto de Resiliencia Climática,Lizeth Alvarez Mendoza,≤100
116943271709470,De Tarija Lo Mejor,De Tarija..Lo mejor!!,≤100
104257317751894,Santiago Condori Apaza,Sandro Iquise Vincenti,≤100
1616241865111812,Soberanía Alimentaria IPDSA,Coordenada Digital,≤100
101824857848955,Enrique Urquidi - Diputado,Enrique Fernando Urquidi Daza,≤100
1929798810569475,Somos de Warnes,Raul Paniagua Gil,≤100
747420075340256,El Agricultor Primero,These ads ran without a disclaimer,≤100
327115907736300,Asia Global Institute,These ads ran without a disclaimer,≤100
161707728106607,BayWa r.e. Global,These ads ran without a disclaimer,≤100
256172641494184,Imperivm,These ads ran without a disclaimer,≤100
