Page ID,Page name,Disclaimer,Amount spent (NOK)
305434298719,Norges Bondelag,Norges Bondelag,629
234659001772,Arbeiderpartiet,Arbeiderpartiet,327
135843375926,UNICEF Norge,UNICEF Norge,298
21603349508,NOAH - for dyrs rettigheter,NOAH - for dyrs rettigheter,138
371106536283235,DAG OG TID,Dag og Tid AS,129
132368899297,Framtiden i våre hender,Framtiden i våre hender,≤100
117538108322155,Lier Høyre,Marius Svartås,≤100
277788629092,Med Israel for fred (MIFF),Med Israel for fred (MIFF),≤100
44960467949,Greenpeace Norge,Föreningen Greenpeace Norden,≤100
10953652930,Høyre,Høyre,≤100
189503977888359,Drammen MDG,Drammen MDG,≤100
153710294662597,Human-Etisk Forbund,Human-Etisk Forbund,≤100
1583324988565868,Stortinget,Stortinget,≤100
623596214494727,Anima - Stopp dyremishandling,Anima - stopp dyremishandling,≤100
486523288038606,KIWI,KIWI,≤100
300127442096,Norske Kvinners Sanitetsforening,Norske Kvinners Sanitetsforening,≤100
198148715581,Vestfold og Telemark FrP,Vestfold og Telemark FrP,≤100
101165502746410,Ordførerkandidat - Kjetil Kivle,Ordførerkandidat - Kjetil Kivle,≤100
20468812735,LO,LO,≤100
2398568533531114,Velferdsmiks,NHO Geneo,≤100
156202914404133,Minerva,Mediehuset Minerva,≤100
573458549493165,Oslo kommune,Oslo kommune,≤100
11526489541,Senterpartiet,Senterpartiet,≤100
728518604216173,HELT MED,Stiftelsen HELT MED,≤100
102203325950193,Ingvild Lemme Kristiansen,Stendi,≤100
113384899919,Noregs Mållag,Noregs Mållag,≤100
119878348024795,ULOBA,Uloba - Independent Living Norge,≤100
171540532874418,Arbeiderpartiet i Bergen,Arbeiderpartiet i Bergen,≤100
417968848252894,Besteforeldrenes klimaaksjon,Besteforeldrenes Klimaaksjon,≤100
10254410675,Venstre,Venstre,≤100
226417544192807,Tankesmien Agenda,Tankesmien Agenda,≤100
38552663951,Morgenbladet,Morgenbladet,≤100
58473863651,Amnesty International Norway,Amnesty International Norge,≤100
132368899297,Framtiden i våre hender,Framtiden i Våre Hender,≤100
120374971332864,Kagge Forlag,Kagge Forlag,≤100
187417144624729,Økologisk Norge,Økologisk Norge,≤100
111322125898812,Filter Nyheter,Filter Nyheter,≤100
53828343371,Epilepsiforbundet,Epilepsiforbundet,≤100
105939782037295,Altinget.no,Altinget AS,≤100
189429677833005,Lørenskog SV,Lørenskog Sosialistisk Venstreparti,≤100
162779380400712,Nansen Fredssenter,Nansen Fredssenter,≤100
119062344777724,Bjerke FrP,Bjerke FrP,≤100
270746343377367,FLR,Fagforening for Luftfart og Reiseliv,≤100
128566103830426,Civita,Civita AS,≤100
120815981305897,KS Kommunesektorens organisasjon,KS Kommunesektorens organisasjon,≤100
126448980866214,Klassekampen,Klassekampen AS,≤100
107028478959490,Troms SV,Rakel Hagen Olsen,≤100
102040431616976,Beaufort Solutions,Beaufort Solutions,≤100
119878348024795,ULOBA,Uloba - Independent Living Norge SA,≤100
134531249931603,Troms og Finnmark fylkeskommune,Troms og Finnmark fylkeskommune,≤100
227688410297,Radio Latin-Amerika,Radio Latin-Amerika,≤100
105341850825925,Stian Storbukås,Stian Storbukås,≤100
190614597633726,Bærum FrP,Bærum FrP,≤100
100682016119457,Universitetsplassen - UiO,Universitetet i Oslo,≤100
102264419459588,Akershus Høyre,Akershus Høyre,≤100
103642311168469,Børre St. Børresen - samfunnsengasjert,Open-eye-Open-mind,≤100
46448594983,Næringsforeningen i Stavanger-regionen,Næringsforeningen i Stavanger-regionen,≤100
148692835218460,Språkrådet (NO),Språkrådet,≤100
173034686082674,UiO - Det humanistiske fakultet,"Det humanistiske fakultet, Universitetet i Oslo",≤100
157929987567626,Oslo MDG,OSLO MILJØPARTIET DE GRØNNE,≤100
103057921635136,Folkets Parti Bergen,Foreningen FNB Bergen,≤100
54603926197,Finnmark SV,Troms og Finnmark SV,≤100
175438386701,Dagen,Dagbladet Dagen AS,≤100
112631767587663,Meninger24,Meninger24,≤100
185015154921379,Cappelen Damm Akademisk,Cappelen Damm AS,≤100
141589002521022,Oslo Høyre,Oslo Høyre,≤100
100722841311675,"Kristiansand Pensjonistparti - Barn, Familie og Pensjonist",Kristiansand Pensjonistparti,≤100
329095637110085,FRANTZ AS,Frantz as,≤100
1663819643914700,FrPs sametingsgruppe,Arthur Tørfoss,≤100
1374337129548933,Bremanger Arbeidarparti,Bremanger Arbeidarparti,≤100
447470820360,Tromsø SV,Tromsø SV,≤100
171498006247526,Lillehammer Arbeiderparti,Lillehammer Arbeiderparti,≤100
665832620193085,Kristiansand Høyre,Kristiansand Høyre,≤100
