Page ID,Page name,Disclaimer,Amount spent (USD)
324171542334473,Sampath Sumedha Pujitha Ratnayake,Sampath Sumedha Pujitha Ratnayake,≤100
615715978614911,Shiraz Yoonus,Shiraz Yoonus,≤100
107384742126815,DVA For Animal Welfare Bill Sri Lanka,Dharma Voices for Animals,≤100
68916609029,Namal Rajapaksa,Namal Rajapaksa,≤100
103286342459881,Liberal Youth Movement,Liberal Youth Movement,≤100
100172476278127,Easy Study,These ads ran without a disclaimer,≤100
247309888723467,Echelon Magazine,Echelon Magazine,≤100
107341371550141,Arogya Herbal,Arogya Herbal,≤100
923140217744211,Yukthiya,Chandra Jayaweera Amaratunge,≤100
114589821232581,Clean Energist,These ads ran without a disclaimer,≤100
208937702590525,Manthri.lk,Manthrilk,≤100
107701142318767,මිලින්ද සමඟ  with Milinda,iThink,≤100
543608899035871,Lasantha Alagiyawanna,Manujaya Sudharaka Jayawardhana,≤100
102211979093712,EdHeroes,These ads ran without a disclaimer,≤100
116355337718182,Moli lulu,These ads ran without a disclaimer,≤100
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,≤100
109495858144430,ස්වාධීන තරුණ බලවේගය,Susantha Weerasinghage,≤100
104333054515465,Plantation Rural Education Development Organization - PREDO,These ads ran without a disclaimer,≤100
