Page ID,Page name,Disclaimer,Amount spent (VEF)
155439457852149,Henrique Capriles Radonski,an advertiser in Venezuela,750000
117352551390847,DQS: SEAT of POWER,These ads ran without a disclaimer,1075
118452317893114,indopacificfairs,These ads ran without a disclaimer,308
1803798173247388,NDC Solutions,These ads ran without a disclaimer,≤100
873709012995002,Indo Pacific Fairs,These ads ran without a disclaimer,≤100
352241124810616,Visión y Óptica,These ads ran without a disclaimer,≤100
564188034075673,Roberto Enriquez,an advertiser in Venezuela,≤100
