Page ID,Page name,Disclaimer,Amount spent (USD)
130140473704976,Diaspora Salvadoreña,Diaspora Salvadoreña,≤100
1183705485108092,Rolando Castro SV,Rolando Castro SV,≤100
116335024768924,RC Servidor Público,RC Servidor Público,≤100
102401164853252,Cecilia Rivera,Cecilia Rivera,≤100
102940906012138,jhosselorajr,These ads ran without a disclaimer,≤100
857077611161334,Carlos Milla- Alcalde Tacuba,Carlos Milla- Alcalde Tacuba,≤100
196032434645367,Diario Digital Cronio,Diario Digital Cronio,≤100
104400692705432,Silvia Tobar,These ads ran without a disclaimer,≤100
101978024846440,Evelyn Merlos,Evelyn Merlos,≤100
105260558775032,Fuera de Línea,These ads ran without a disclaimer,≤100
166696645047489,Fundación Marcelíno Muñoz,These ads ran without a disclaimer,≤100
