Page ID,Page name,Disclaimer,Amount spent (EUR)
148427235188637,СДСМ - Социјалдемократски сојуз на Македонија,СДСМ - Социјалдемократски сојуз на Македонија,≤100
101519168409673,Dimitar Kovacevski,Димитар Ковачевски,≤100
563620440357466,НВО Инфоцентар,NVO Infocentar,≤100
829371753904952,Hristijan Mickoski,ВМРО-ДПМНЕ,≤100
324459714339171,Civil MK,Civil MK,≤100
101245041522588,Blerim Bexheti,Blerim Bexheti,≤100
107370068409776,Вуко Мелов,Вуко Мелов,≤100
2393985080840567,Arjanit Hoxha,Levizja Besa,≤100
248423295202678,Македонски институт за медиуми - МИМ / Macedonian Institute for Media - MIM,Македонски институт за медиуми - МИМ / Macedonian Institute for Media - MIM,≤100
1482737048633478,Институт за комуникациски студии ИКС / Institute of Communication Studies,Институт за комуникациски студии,≤100
90137764259,"ВМРО-ДПМНЕ, ВМРО-ДЕМОКРАТСКА ПАРТИЈА ЗА МАКЕДОНСКО НАЦИОНАЛНО ЕДИНСТВО","ВМРО-ДПМНЕ, ВМРО-ДЕМОКРАТСКА ПАРТИЈА ЗА МАКЕДОНСКО НАЦИОНАЛНО ЕДИНСТВО",≤100
400497373674524,СамоПрашај.мк,Institut za komunikaciski studii,≤100
192483774872658,Демократи,Демократи,≤100
389990678533922,Abdush Demiri,Levizja Besa,≤100
100954761298205,frontline.mk,frontline.mk,≤100
292855120912435,Мета - новинска агенција,Metamorphosis Foundation,≤100
1491017491183933,Lëvizja BESA,Levizja Besa,≤100
100746718435265,Fatmir Bytyqi,Fatmir Bytyqi,≤100
335085593528267,Sloboden Pecat,Sloboden Pecat,≤100
149032011830930,Centar.mk,Centar.mk,≤100
112459601441956,360war.in.ua,These ads ran without a disclaimer,≤100
