Page ID,Page name,Disclaimer,Amount spent (KES)
600979883334883,Hon. Zaheer Jhanda Mp Nyaribari Chache,Hon. Zaheer Jhanda Mp Nyaribari Chache,1694
119575307777090,Hon Mike Makarina,These ads ran without a disclaimer,429
123182861072147,Hon Musalia W Mudavadi,Hon Musalia W Mudavadi,272
1400771023469241,Anne Waiguru,Anne Waiguru,249
100321965888531,Mrembo na Kazi,Mrembo na Kazi,160
176104589110851,IEEE,These ads ran without a disclaimer,143
107889699049753,Doctor nyuki 0796750204,These ads ran without a disclaimer,117
1506723769658512,Susan Kihika,Susan Kihika,113
102324481269298,Hon. Zamzam Mohammed,Hon. Zamzam Mohammed,111
112754900441156,DR. Kiarie Badilisha,DR. Kiarie Badilisha,≤100
103408652150397,Hon. Mohamed Soud Machele,Hon. Mohamed Soud Machele,≤100
102407559822494,Training Centre in Communication (TCC Africa),These ads ran without a disclaimer,≤100
115285310391602,Hon. CPA Julius Rutto,These ads ran without a disclaimer,≤100
450326391674911,Allianz,These ads ran without a disclaimer,≤100
101793669214903,Lili Almeida,These ads ran without a disclaimer,≤100
102839468523186,APEX อันดับหนึ่งเลเซอร์ขน,These ads ran without a disclaimer,≤100
