Page ID,Page name,Disclaimer,Amount spent (CZK)
60516116431,Člověk v tísni,Člověk v tísni o.p.s.,10641
849315472073267,Charita ve světě / Caritas Czech Republic in the world,Charita Česká republika,1781
55876739776,Greenpeace Česká republika,Greenpeace Česká republika,1449
2214398435317853,CNN Prima NEWS,FTV Prima,761
104768355190287,Sázíme Česko,PlanetWe Rewild s.r.o.,678
58887737763,Hnutí DUHA - Přátelé Země Česká republika,Hnutí DUHA - Přátelé Země Česká republika,656
30575632699,ODS - Občanská demokratická strana,ODS - Občanská demokratická strana,533
102090718057736,Urban Developers and Investors,"Urban Developers and Investors, s.r.o.",464
123858471641,iROZHLAS.cz,Český rozhlas,397
248770028560533,Integrační centrum Praha / Integration centre Prague,Integrační centrum Praha / Integration centre Prague,362
1757913860945739,ORLEN Unipetrol,ORLEN Unipetrol a.s.,329
206407509818,Blesk.cz,CZECH NEWS CENTER a. s.,309
137778619615350,Voyo.cz,TV Nova s. r. o.,268
34825122262,Časopis Reflex,CZECH NEWS CENTER a. s.,251
343857975108,AFS Mezikulturní programy - Czech Republic,AFS Mezikulturní programy o.p.s.,240
120461304659141,O2 CZ,O2 Czech republic,236
171936526824,EKONOM.cz,"Economia, a.s.",228
1458827397686128,Koalice Vlasta,Koalice Vlasta,220
153384318085064,EUROPEUM Institute for European Policy,EUROPEUM Institute for European Policy,220
107563435940797,Skanska v ČR a SR,Skanska,204
251656685576,KDU-ČSL,KDU-ČSL,192
111210916534,Příběhy bezpráví,"Člověk v tísni, o.p.s.",187
179497582061065,Tomio Okamura - SPD,Svoboda a přímá demokracie - SPD,184
52479821102,Týdeník Respekt,Týdeník Respekt,177
203885742927,PONEC - divadlo pro tanec,These ads ran without a disclaimer,172
1393826507513693,"Jan Recman, místostarosta Prahy 2",Občanská demokratická strana,169
113339861358429,Vojtěch Mikoláš - místostarosta Prahy 12,Vojtěch Mikoláš,168
106248149037837,Whether,These ads ran without a disclaimer,161
424114981002397,Český rozhlas Plus,Český rozhlas,145
100201752249169,Spolu21,Občanská demokratická strana,145
394570898000897,Kniha Revoluce - Jakub Trpiš,Jakub Trpis,141
102907672280977,Co bude dál?_________,NFSix.org,139
106834174877753,Svět hospodářství,"SH media, spol. s r.o.",138
356451014434612,Marian Jurečka,KDU-ČSL,137
103430204491217,Robert Šlachta,PŘÍSAHA - občanské hnutí Roberta Šlachty,131
109494305284893,Tomáš Halva - radní Prahy 2,Halva Tomas,130
271054846258904,Praha 3,Městská část Praha 3,124
264983260329918,Rádio Universum,Kupředu do minulosti s.r.o.,123
211685455639198,Ministerstvo práce a sociálních věcí,Ministerstvo práce a sociálních věcí,120
100113408672905,Probinex,Probinex,118
101500052256658,Jan Kavalírek / zastupitel Praha 5,Jan Kavalírek,107
103779080972210,Youradio Talk,Youradio Talk,101
460558621177512,Zálohujme.cz,Zálohujme,≤100
104940818596176,Akordy Václava Hnátka,Michaela Kaufmanová,≤100
693725074166331,Naše zdravotnictví,Naše zdravotnictví,≤100
108726857444837,České zájmy v EU,DFMG,≤100
109664387308142,Poradna pro obce,KVB advokátní kancelář s.r.o.,≤100
579215965436046,JSNS,"Člověk v tísni, o.p.s.",≤100
178362315106,European Parliament,European Parliament,≤100
252707698079845,Pavel Dobeš • místostarosta Prahy 3,Starostové a nezávislí,≤100
2156599824411421,"Vojtěch Kos, starosta Prahy 12",Vojtěch Kos,≤100
106691471931611,PRAHA 2 SOBĚ,PRAHA SOBĚ,≤100
106940900140,Kafe.cz - pohoda pro ženy,VLTAVA LABE MEDIA a.s.,≤100
1416733788557863,Pravda o vodě a voda lidem,Pravda o vodě a voda lidem,≤100
1824133914469306,Ženy.cz,CZECH NEWS CENTER a. s.,≤100
155406703122,Arnika,Arnika - Centrum pro podporu občanů,≤100
416190415243,Fakulta životního prostředí - ČZU v Praze,Fakulta životního prostředí,≤100
149945438407451,Svoboda zvířat,"Svoboda zvířat Plzeň, z.s.",≤100
1674362659292756,Piráti Praha 3,Česká pirátská strana,≤100
505222219639803,Diem25 v České republice,Lubos Tomsa,≤100
284944781875,EURACTIV.cz,EURACTIV.cz,≤100
1558359124403846,Každá plechovka se počítá,Každá plechovka se počítá,≤100
1701718886552103,Moje Evropa,Moje Evropa,≤100
413476830191,Prague Security Studies Institute,Prague Security Studies Institute,≤100
707458719329186,STAN Praha,Stan Praha,≤100
101288484695293,Evropská soda,DFMG,≤100
203833483473,Deník Referendum,Denik Referendum,≤100
209788605791373,Heinrich-Böll-Stiftung Prague,"Heinrich-Böll-Stiftung e.V., kancelář v Praze",≤100
113743658978459,Meltingpot,Meltingpot,≤100
1900532106849242,Institut H21,Institute H21,≤100
227416910669250,Komora daňových poradců ČR,Komora daňových poradců ČR,≤100
124152241443,Čmelák - Společnost Přátel Přírody,Čmelák - Společnost přátel přírody,≤100
378827025796132,Peak.cz,Peak.cz,≤100
101196659513824,Maluniee,These ads ran without a disclaimer,≤100
103360719348709,Tech Baltic Oil,These ads ran without a disclaimer,≤100
321762510282,Michal Kučera,Michal Kučera,≤100
90002267161,TOP 09,TOP 09,≤100
265056436921261,NOVÁ SÍŤ,Nová síť z.s.,≤100
104308422540960,Jiří Krejzar,Jiří Krejzar,≤100
50309511751,Český rozhlas - Radiožurnál,Český rozhlas,≤100
102620981865843,Jana Skopalíková - radní pro životní prostředí a zemědělství,Jana Skopalíková,≤100
609246842426009,Rekonstrukce státu,Rekonstrukce státu,≤100
176618874475277,Martina Ochodnická - poslankyně z Vysočiny,TOP 09,≤100
100955509189359,Redakce NF Svědomí národa,Nadační fond Svědomí národa,≤100
562082887219456,Jan Stárek,Jan Stárek,≤100
745225392241191,Primagas Česká republika,PRIMAGAS s.r.o.,≤100
124872365383,CROSS][CLUB - officiall,These ads ran without a disclaimer,≤100
201535993705342,Radim Sršeň,Radim Sršeň,≤100
220814337523,Kurzy.cz,"Kurzy.cz, spol. s r.o.",≤100
100713699374019,Richard Brabec,Richard Brabec,≤100
545254525495201,Pravý břeh - Institut Petra Fialy,"Pravý břeh, z.s.",≤100
343987063337791,CyberBlog,Cyber Security Solutions s.r.o.,≤100
1060889564019324,Tomáš Prouza,Commpanions,≤100
226207821151572,Marek Novák - poslanec zlínského kraje,Marek Novák,≤100
553405241527947,Kancelář architekta města Brna - KAM Brno,Kancelář architekta města Brna,≤100
1776002445975063,V síti Ivana Langera,RiverSong s.r.o.,≤100
124212050978293,Kverulant org,Kverulant org,≤100
551976351670874,Zdeněk Hraba,Zdeněk Hraba - senátor,≤100
103895482145144,Zdeněk Kettner - SPD,Zdeněk Kettner,≤100
317530692148022,Evropa v datech,Evropa v datech,≤100
275042429350706,Tomáš Zdechovský,Tomáš Zdechovský,≤100
105535088816764,SPOLU pro Lipence,Martin Trnka,≤100
362029244271239,Protext ČTK,ČTK,≤100
711658465662315,XTV,XTV,≤100
106901094332851,Recykluj - nespaluj,Recykluj - nespaluj hys,≤100
267806570729225,Národní Noviny,Hrubon Rudolf,≤100
164024787880257,Adapterra,Nadace Partnerství,≤100
2068226376787023,Piráti Praha 12,Česká pirátská strana,≤100
108897735292963,Právo Respekt Odbornost - Plzeňský kraj,Daniel Šváb,≤100
733410133337387,Michaela Šojdrová,Michaela Šojdrová,≤100
100441749442313,"David Procházka, zastupitel hl. m. Prahy",Prochazka David,≤100
102844685102730,Olga Richterová - místopředsedkyně Sněmovny,Česká pirátská strana,≤100
104972839082467,Míra Kožúšek - zastupitel ze Semil,Miroslav Kozusek,≤100
127191524483600,PNZ Přírodní oleje na dřevo,These ads ran without a disclaimer,≤100
587682004653785,Piráti Praha,Česká pirátská strana - Praha,≤100
125957534920,Deník Sport,CZECH NEWS CENTER a. s.,≤100
