Page ID,Page name,Disclaimer,Amount spent (JPY)
1904070096535109,スマート選挙,株式会社センキョ,866
475681929154100,国連UNHCR協会,国連UNHCR協会,210
239558679475625,株式会社トマス技術研究所,Kenji Fukutomi,197
104480918173191,かず｜慶應卒起業家,These ads ran without a disclaimer,≤100
579187028792625,社長と会社の手元現金を増やす仕組みづくりの専門家,社長と会社の手元現金を増やす仕組みづくりの専門家,≤100
651455718373362,ハイクラスに特化した転職支援『転機』,These ads ran without a disclaimer,≤100
106268154210924,パーソルチャレンジ株式会社,These ads ran without a disclaimer,≤100
103914976352692,選挙ドットコム,イチニ株式会社,≤100
100789405705259,神奈川県選挙管理委員会,株式会社旭広告社,≤100
104533215755145,ZOE_Japan,ZOE Japan,≤100
115247946520017,電波オークションを実現する会,Mitsumasa Kato,≤100
1672330153015605,透明アクリル業者票,アドアチーブ株式会社,≤100
259163764160829,FoE Japan,FoE Japan,≤100
676655469036670,松下政経塾,松下政経塾,≤100
1569688113329878,Evony - The King's Return,These ads ran without a disclaimer,≤100
