Page ID,Page name,Disclaimer,Amount spent (BOB)
109201057318552,JCSV,JCSV,122
964080723662055,Carlos Subirana Responde,Editorial CSS,≤100
101172058907487,Victor Alejandro Contreras - Concejal,Victor Alejandro Contreras - Concejal,≤100
106403237850347,Goberna Bolivia,Goberna,≤100
939413702856015,Fundación Friedrich Ebert Bolivia,These ads ran without a disclaimer,≤100
102545132000028,Gobierno Autónomo Municipal de Santa Ana,Gobierno Autónomo Municipal de Santa Ana,≤100
117352551390847,DQS: SEAT of POWER,These ads ran without a disclaimer,≤100
169260623923829,Infórmate y decide,These ads ran without a disclaimer,≤100
118452317893114,indopacificfairs,These ads ran without a disclaimer,≤100
104592172188409,Best Novel,These ads ran without a disclaimer,≤100
1663546307210960,Erik Morón,These ads ran without a disclaimer,≤100
873709012995002,Indo Pacific Fairs,These ads ran without a disclaimer,≤100
