Page ID,Page name,Disclaimer,Amount spent (ZAR)
136956534616,Times LIVE,TimesLIVE,438
740116816003959,Western Cape Government,Western Cape Government,332
6011868110,Democratic Alliance,Democratic Alliance,211
1742410059361710,AwakeMzansi,Awake Mzansi,151
181204251979581,NEASA,National Employers' Association of South Africa,105
106172744063430,The Daily Friend,The Daily Friend,≤100
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,≤100
2145594122138312,Action Society,Action Society,≤100
217696894929887,FW de Klerk Foundation,FW de Klerk Foundation,≤100
112722630147219,The Liesbeek Action Campaign,Liesbeek Action Campaign,≤100
108120508307791,LionExpose,These ads ran without a disclaimer,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
141100792595323,Community Chest Durban,Gordon Mc Donald,≤100
111455384155,Partners in Sexual Health,Hamlet Enrico Johannes,≤100
311936835992045,Dear South Africa,DearSA,≤100
102075811887387,Chocolate.com - Images,These ads ran without a disclaimer,≤100
105111876319729,Turquoise Harmony Institute,These ads ran without a disclaimer,≤100
105111876319729,Turquoise Harmony Institute,These ads ran without a disclaimer,≤100
103131862424141,IZWE LETHU PARTY,IZWE LETHU PARTY,≤100
165246196904704,Sakeliga,Sakeliga,≤100
1449261928703911,Lux & Lush,These ads ran without a disclaimer,≤100
63044235866,UN Climate Change,UN Climate Change with Facebook Ad Credits,≤100
2319204921635996,Ria Rain,These ads ran without a disclaimer,≤100
