Page ID,Page name,Disclaimer,Amount spent (ZAR)
110901495091012,Crtve Development,Crtve Development with Facebook Ad credits,592
1742410059361710,AwakeMzansi,Awake Mzansi,166
478479492268974,Sunday Times ZA,Sunday Times,166
136956534616,Times LIVE,TimesLIVE,161
6011868110,Democratic Alliance,Democratic Alliance,107
446648162438519,Thisisacumen,Acumen Media Management,≤100
178713262328364,DA KZN,Democratic Alliance,≤100
1621692424754301,Minderoo Foundation,These ads ran without a disclaimer,≤100
187645864452,Vryheidsfront Plus / Freedom Front Plus,Vryheidsfront Plus / Freedom Front Plus,≤100
116657351312927,Pledge To Vote SA,Pledge to Vote,≤100
115864538089777,Dear SA - Have Your Say,Dear S Africa,≤100
119736861394881,Financial Mail,BusinessLIVE,≤100
195909420099,Solidariteit,Solidariteit,≤100
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,≤100
181204251979581,NEASA,National Employers' Association of South Africa,≤100
2145594122138312,Action Society,Action Society,≤100
106172744063430,The Daily Friend,The Daily Friend,≤100
379138726819,ACDP,ACDP,≤100
530927007388252,Vrye Weekblad,Vrye Weekblad (Nuwe Vrye Weekblad Mediagroep),≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
1271402709601865,HEALA,HEALA,≤100
1442286572460668,Inside Education,Inside Education,≤100
388295645099061,Taiwan in South Africa,These ads ran without a disclaimer,≤100
112315630440653,Cape Independence Advocacy Group,Cape Independence Advocacy Group,≤100
629021617133721,Judges Matter,Judges Matter,≤100
153911331339003,ACDP Western Cape,African Christian Democratic Party,≤100
110630634116572,Dr Cembe lescalaba Traditional Healer call +26876183035,These ads ran without a disclaimer,≤100
102268322635915,The Finance Daily,These ads ran without a disclaimer,≤100
597918073626793,Democratic Alliance Free State,Democratic Alliance Free State,≤100
2092924957605425,Solis,These ads ran without a disclaimer,≤100
292907060825197,Lucidious,These ads ran without a disclaimer,≤100
118175697959617,Know Your Facts,These ads ran without a disclaimer,≤100
