Page ID,Page name,Disclaimer,Amount spent (VND)
109874745174543,Vàng Bạc Kim Ngọc Anh,These ads ran without a disclaimer,93236
104766922398282,Lương Y - Phạm Văn Thanh,These ads ran without a disclaimer,58790
238752659666405,Hanoi Tourism,These ads ran without a disclaimer,18968
120751841013715,Lương Y Phạm Văn Thanh - Điều Trị Dứt Điểm Bệnh Dạ Dày,These ads ran without a disclaimer,18467
101478189323986,Thầy Phạm Văn Thanh Lào Cai,These ads ran without a disclaimer,13601
107966888726987,Đất Nền Quận12 _Tp HCM,These ads ran without a disclaimer,12673
105845511087981,TRUYỀN HÌNH AN VIÊN,Truyền hình Bchannel - BTV9 An Viên,5820
111844498418265,Susong,These ads ran without a disclaimer,3677
103034068547820,Xuất khẩu lao động Du học Nhật,These ads ran without a disclaimer,3637
106117049111024,Hóa Hà: Nội địa Nhật- chuyên: Hàng Điện Lạnh và Hàng gia dụng.,These ads ran without a disclaimer,2537
108685817326606,Truther Piece Official,These ads ran without a disclaimer,1630
109385691839,Alpha Books,These ads ran without a disclaimer,1401
166364086906573,Tôi Yêu Xe,These ads ran without a disclaimer,881
100642569492416,Ng.Thị Thu Thảo,These ads ran without a disclaimer,564
111505864946076,"CH Football - Chuyên quần áo bóng đá, phụ kiện, dịch vụ in ấn, thêu logo",These ads ran without a disclaimer,496
305672093215358,Vietnamnet.vn,These ads ran without a disclaimer,141
111589097122630,Quốc Tuấn,These ads ran without a disclaimer,≤100
608650595820049,The Conqueror Challenges,These ads ran without a disclaimer,≤100
1523501084543234,China Face,These ads ran without a disclaimer,≤100
107450548752811,Đầu Tư Tạo Thu Nhập Mỗi Ngày,These ads ran without a disclaimer,≤100
