Page ID,Page name,Disclaimer,Amount spent (AED)
117139968297006,Abu Dhabi Calendar,These ads ran without a disclaimer,342
1145652492123238,Ellington Properties,These ads ran without a disclaimer,≤100
113414308041611,Great Arab Minds,Great Arab Minds,≤100
104444988462648,lagoon_flowers1,These ads ran without a disclaimer,≤100
98673036962,ROLDA,These ads ran without a disclaimer,≤100
117803020066035,mohamed_bin_zayed_lovers,These ads ran without a disclaimer,≤100
736035957113465,Dr Ali therapy,These ads ran without a disclaimer,≤100
100642579058184,Saudi Airport Exhibition,These ads ran without a disclaimer,≤100
107854194384812,Viral Trends,These ads ran without a disclaimer,≤100
1527844697515170,Charles Saba -  شارل سابا,These ads ran without a disclaimer,≤100
103658718861482,Primeclass Photo,These ads ran without a disclaimer,≤100
101311725669928,Gethappyday,These ads ran without a disclaimer,≤100
102178152333020,القنصل للخدمات العامة - تركيا,These ads ran without a disclaimer,≤100
101882448673,Dezeen,These ads ran without a disclaimer,≤100
100168528978115,It's Time to Chill,These ads ran without a disclaimer,≤100
111465018619557,Waka 2,These ads ran without a disclaimer,≤100
