Page ID,Page name,Disclaimer,Amount spent (ISK)
314036327204,VR,VR,1570
584934658344027,Áslaug Arna Sigurbjörnsdóttir,Áslaug Arna Sigurbjörnsdóttir,397
737169626371453,Stundin,Stundin,333
154893001218870,ADHD samtökin,ADHD samtökin,≤100
106430331983242,Ragnhildur Alda M. Vilhjálmsdóttir,Ragnhildur Alda Vilhjálmsdóttir,≤100
192789944066997,Samtök ferðaþjónustunnar,Samtök ferðaþjónustunnar,≤100
106979180938014,Samstöðin,Samstöðin ehf,≤100
276600879474149,Icelandic Wildlife Fund,The Icelandic Wildlife Fund,≤100
509866436098947,Sabine Leskopf,Sabine Leskopf,≤100
117923164930140,Lifandi vísindi- Lifandi saga,Guðbjartur Finnbjörnsson,≤100
124275457632741,ElectronicSpecifier,These ads ran without a disclaimer,≤100
13204463437,"UNHCR, the UN Refugee Agency",These ads ran without a disclaimer,≤100
