Page ID,Page name,Disclaimer,Amount spent (CAD)
111755861837453,Eugene Manning,Eugene Manning Campaign,125
844239722367708,Innovative Medicines Canada / Médicaments novateurs Canada,Innovative Medicines Canada / Médicaments novateurs Canada,102
6319213302,Heart & Stroke,Heart & Stroke,≤100
303473312998028,FedEx,FedEx,≤100
163261390365324,Elementary Educators,Elementary Educators,≤100
901776976544599,RBC Wealth Management,RBC Wealth Management,≤100
232428989879,Maybelline New York,Maybelline New York,≤100
1097840090260804,National Police Federation,National Police Federation,≤100
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,≤100
263417217038472,Forest Products Association of Canada,Forest Products Association of Canada,≤100
27234020592,UNICEF Canada,UNICEF Canada,≤100
261752512263,Canadian Red Cross,Canadian Red Cross,≤100
107385241806,Plan International Canada,Plan International Canada,≤100
184856436064,Canadian Centre for Child Protection,Canadian Centre for Child Protection,≤100
105288666168351,SOS Children's Villages Canada,SOS Children's Villages Canada,≤100
232894981968,Nature Conservancy of Canada / Conservation de la nature Canada,Nature Conservancy of Canada / Conservation de la nature Canada,≤100
281999881613,World Vision Canada,World Vision Canada,≤100
45337425068,CARE Canada,CARE Canada,≤100
118040041222760,,Juan Luis Garrido,≤100
115835521825983,UNHCR Canada,UNHCR Canada,≤100
171838976178751,Canadian Women's Foundation,Canadian Women's Foundation,≤100
103223222015913,Nowly,nowly,≤100
376006035816016,Storyworth,These ads ran without a disclaimer,≤100
6095483909,Canadian Taxpayers Federation,Canadian Taxpayers Federation,≤100
106092301985680,Thinkenergy,These ads ran without a disclaimer,≤100
510183342342621,Bell MTS,Lavanya Rajaian,≤100
103805636333615,Quality Canadian Milk - Lait canadien de qualité,Quality Canadian Milk - Lait canadien de qualité,≤100
123235041462,The Fraser Institute,Fraser Institute,≤100
267023623933372,Endangered Ecosystems Alliance,Endangered Ecosystems Alliance,≤100
202220023130891,Bell Canada,Bell Canada,≤100
367183183909976,Deaf Children Matter,Todd Churchill,≤100
100999094747422,Land Needs Guardians,Land Needs Guardians,≤100
21751825648,Justin Trudeau,Liberal Party of Canada | Parti libéral du Canada,≤100
143249880633,World Animal Protection Canada,World Animal Protection Canada,≤100
114849617772737,Care2 Canada,Press Pause Collective,≤100
183372245032529,Sierra Club Atlantic Canada Chapter,Sierra Club Canada Atlantic Chapter,≤100
266096044016892,Carbonear-Trinity-Bay de Verde PC Association,Riley Richard Balsom,≤100
106783791063349,VHLA Media,VHLA Media,≤100
885367448177343,Bob Zimmer MP,Bob Zimmer MP,≤100
925033857594085,SureHealth Canada by GreenShield,SureHealth,≤100
1671097993122619,Children Believe,Children Believe,≤100
169042736456594,All Out,ConnectAd,≤100
186266941387011,BMO Financial Group,BMO Financial Group,≤100
608578919186659,World Vision International,World Vision International,≤100
1522162571382952,Oceana Canada,Oceana Canada,≤100
243795232247,Mennonite Central Committee - MCC,Mennonite Central Committee - MCC,≤100
121222984568561,Amnesty International Canada,Amnesty International Canada,≤100
572892516092329,"Yvan Baker, MP","Yvan Baker, MP",≤100
112640875074031,Mediaplanet Stories Canada,Mediaplanet Stories Canada,≤100
19750184960,Greenpeace Canada,Greenpeace Canada,≤100
116190118504646,Wisdom2Action,Faelynn Eris Johnstone,≤100
112746018476040,,These ads ran without a disclaimer,≤100
101898551911387,The Hub Canada,Hub Canada Media,≤100
102051553222110,Canadian Federation of Nurses Unions,Canadian Federation of Nurses Unions,≤100
405377872902754,Canada Action,Canada Action,≤100
823970554364200,Ancient Forest Alliance,Ancient Forest Alliance,≤100
154462904588700,Enbridge Gas,Enbridge Gas,≤100
189141609842,Ville de Gatineau,Ville de Gatineau,≤100
85291563763,ICNA Relief Canada,ICNA Relief Canada,≤100
123666264326084,Commission for Environmental Cooperation,Commission for Environmental Cooperation,≤100
35715544220,Stand.earth,Stand.earth,≤100
1589839557920915,National Disability Credit Alliance,National Disability Credit Alliance,≤100
190035081047277,International Fellowship of Christians and Jews of Canada,International Fellowship of Christians and Jews of Canada,≤100
184906186150,The Toronto Star,The Toronto Star,≤100
674109146110155,Debunk Inc,Debunk Inc,≤100
486324651440186,Plastic Bank,Plastic Bank,≤100
13647781428,Youth Challenge International,Youth Challenge International,≤100
103655764654302,Indigenous Leadership Initiative,The Indigenous Leadership Initiative,≤100
136772905237,Historica Canada,Historica Canada,≤100
316302965122489,Clean Energy Canada,Clean Energy Canada,≤100
105234855658630,Charles Ozzoude,Charles Chisom Ozzoude,≤100
658318450979357,Globe Content Studio,Globe Content Studio,≤100
985797494956599,The News Forum,The News Forum,≤100
111231197686977,The Breach,The Breach,≤100
180862678644381,Ontario NDP,Ontario NDP,≤100
5794733873,David Suzuki Foundation,David Suzuki Foundation,≤100
52543970197,Environmental Defence Canada,Environmental Defence,≤100
842010632481715,National Observer,National Observer,≤100
7996548092,University of Victoria,University of Victoria,≤100
134455149912301,Seva Canada,Seva Canada,≤100
1698373080245187,Safe Salmon: Defend our Wild Salmon,Watershed Watch Salmon Society,≤100
80851911931,Canadian Civil Liberties Association,Canadian Civil Liberties Association,≤100
392629388021829,Ally Global Foundation,Ally Global Foundation,≤100
104321259649840,CATIE,CATIE,≤100
106764462731658,Honest Reporting Canada,Honest Reporting Canada,≤100
1150994581612673,Conservative Journal of Canada,Conservative Journal of Canada,≤100
49530722523,Ecojustice,Ecojustice,≤100
105754167560390,Ekō Canada,Ekō,≤100
250592478295316,C2C Journal,C2C Journal,≤100
12101479244,B'nai Brith Canada,B'nai Brith Canada,≤100
805808119570258,Infinite Oceans,Infinite Oceans,≤100
1344251769044889,BC Rental Project,BC Rental Project,≤100
242109115885979,Canadian Light Source,Canadian Light Source,≤100
140346279326601,Canadian Constitution Foundation,Canadian Constitution Foundation,≤100
184257548280251,Alberta NDP,Alberta's NDP,≤100
19277141685,KAIROS: Canadian Ecumenical Justice Initiatives,Fahira Golich,≤100
10633250963,Save the Children Canada,Save the Children Canada,≤100
102641588585816,Victoria Rumble Room,JOHNY 0 JURICIC,≤100
10150095427915144,Ceasefire.ca,Rideau Institute,≤100
106360778489053,Fuelling Canada,Canadian Gas Association,≤100
53321777320,Coeur + AVC,Coeur + AVC,≤100
111404328067824,Friends of Land Use Planning,Friends of Land Use Planning,≤100
260691933985666,Leading Change Canada,Leading Change Canada,≤100
181799528533269,Ville de Mont-Tremblant,Ville de Mont-Tremblant,≤100
869127933125944,Indigenous Link,Karri Ellen Tougas,≤100
1553269028327267,Star Sponsored,The Toronto Star,≤100
155609655007428,United Conservative Party of Alberta,United Conservative Party of Alberta,≤100
39168823065,Sierra Club Canada Foundation,Sierra Club Canada Foundation,≤100
105959207887251,Whistleblowing Canada,Whistleblowing Canada Research Society,≤100
387943258431185,Keepers of the Water,Keepers of the Water,≤100
112183950454035,Feminine Riles,Feminine Riles,≤100
279870685422915,Eviance,Eviance,≤100
714595698939267,TPC - Therapeutic Psilocybin for Canadians,Therapsil,≤100
156774011943056,Efficiency Canada,Efficiency Canada,≤100
117265998010119,,Stop The NDP,≤100
168617319831578,Nature Canada,Nature Canada,≤100
119344539932039,OptaPower,These ads ran without a disclaimer,≤100
404258216369355,Fisher River Cree Nation,Fisher River Cree Nation,≤100
148668741848610,JSpaceCanada,Press Pause Collective,≤100
268823146480333,Fondation INCA,INCA,≤100
109210999137883,Canada's History,Canada's History,≤100
102603047790210,Torontonian HongKongers Action Group,Mimi Chiu Kwan Lee,≤100
