Page ID,Page name,Disclaimer,Amount spent (SAR)
1921643788064061,DEMOcracy,These ads ran without a disclaimer,≤100
116721324626702,Russell siddar123,These ads ran without a disclaimer,≤100
100915505518880,tiktim1o,These ads ran without a disclaimer,≤100
103929768026322,Key Insights From Bestsellers,These ads ran without a disclaimer,≤100
141372482598678,Heritage Fine Jewelry,These ads ran without a disclaimer,≤100
102570761484258,Asharq Business اقتصاد الشرق,These ads ran without a disclaimer,≤100
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,≤100
109184428639401,TaxTris,These ads ran without a disclaimer,≤100
