Page ID,Page name,Disclaimer,Amount spent (JPY)
107340494897071,株式会社INPEX,株式会社INPEX,3972
1066384290418014,結婚相談所の独立開業なら。日本結婚相談所連盟（ibj）,These ads ran without a disclaimer,1547
1904070096535109,スマート選挙,株式会社センキョ,1289
208661552479830,日本財団,Shigeru Fujita,1127
766675180118176,最新ビジネスイベントを配信中『ビズスタ』,ビズスタ,1014
475681929154100,国連UNHCR協会,国連UNHCR協会,918
239558679475625,株式会社トマス技術研究所,Kenji Fukutomi,521
100554152593223,堤じゅん太事務所 【京都府議会議員】,堤 じゅん太,453
415996795182053,ひまわり証券,These ads ran without a disclaimer,261
579187028792625,社長と会社の手元現金を増やす仕組みづくりの専門家,社長と会社の手元現金を増やす仕組みづくりの専門家,156
544702409046206,手相の見方大事典テソペディア,株式会社Qu Creation,148
603731356470113,関西学院大学　診療所を中核とした地域医療経営人材育成プログラム,関西学院大学専門職大学院　経営戦略研究科,≤100
108380060560595,500円からのチャット占いミラー,These ads ran without a disclaimer,≤100
881025135256351,Japan In-depth,Japan In-depth,≤100
486499008189961,Inspire（インスパイア）：地方創生イノベータープラットフォーム,一般社団法人INSPIRE,≤100
105546298077716,大阪府地球温暖化防止活動推進センター,大阪府地球温暖化防止活動推進センター,≤100
151214938794853,ミエセン,ジャッグジャパン株式会社,≤100
192399998157650,市来ハヤト（大阪維新の会）,市來隼後援会,≤100
104533215755145,ZOE_Japan,ZOE Japan,≤100
113041951038240,もぅ手遅れなのか？選挙の落選前に絶対やるべき「どぶ板の政治活動」は、選挙ドットウィン！緊急相談窓口「03-6915-2310」,僕俺株式会社,≤100
115247946520017,電波オークションを実現する会,Mitsumasa Kato,≤100
1672330153015605,透明アクリル業者票,アドアチーブ株式会社,≤100
113105010871734,Star_man,These ads ran without a disclaimer,≤100
676655469036670,松下政経塾,松下政経塾,≤100
1574213032824051,交通事故を検証する。,鶴田 敬治,≤100
108271568123706,TAIHEN Sức Khỏe,These ads ran without a disclaimer,≤100
