Page ID,Page name,Disclaimer,Amount spent (VEF)
155439457852149,Henrique Capriles Radonski,an advertiser in Venezuela,872502
564188034075673,Roberto Enriquez,an advertiser in Venezuela,750000
118452317893114,indopacificfairs,These ads ran without a disclaimer,1231
117352551390847,DQS: SEAT of POWER,These ads ran without a disclaimer,1075
873709012995002,Indo Pacific Fairs,These ads ran without a disclaimer,≤100
352241124810616,Visión y Óptica,These ads ran without a disclaimer,≤100
2625830587446096,Platano Gucci,These ads ran without a disclaimer,≤100
164344500263690,Beijing Review,These ads ran without a disclaimer,≤100
1803798173247388,NDC Solutions,These ads ran without a disclaimer,≤100
