Page ID,Page name,Disclaimer,Amount spent (CLP)
486113348433421,Ximena Ordenes Neira,Ximena Ordenes,4186
8093963076,Techo - Chile,Pago por TECHO Chile con créditos de anuncios de Facebook,3541
356972484624,Gensuite,Gensuite,3203
117807634946410,Sociedad de Fomento Fabril (Sofofa),Sociedad de Fomento Fabril (Sofofa),1481
105560941738247,Movilizando Chilenos,Movilizando Chilenos,1185
115447711895370,Good Neighbors Chile,These ads ran without a disclaimer,881
580663538777736,Consejo Minero,Feedback Comunicaciones,868
105783868682878,Asistencia Tesorería,Asistencia Tesoreria,704
78617029137,Greenpeace Chile,Fundación Greenpeace Pacífico Sur,669
221901754840837,Acciona.Chile,ACCIONA Chile,401
643513979193133,Unidos por Beatriz,Neuma,286
463509033710164,Walmart Chile Vivamos Mejor,These ads ran without a disclaimer,212
246478779511291,Lex Grupo Abogados,Lex Grupo Abogados,160
100537472438913,Futuro Madera,Futuro Madera,157
109339288407350,Santuario Quitralco,Santuario Quitralco,156
101041179311464,Integradora Thinking,Integradora Thinking,136
198921630648476,Vidrios Lirquen,Vidrios Lirquen,102
391338058160314,Desafío Chile Sin Basura,Benjamín Jose Cruz Pacheco,≤100
337766483715142,Tremendas_cl,TREMENDAS with Facebook ad credits,≤100
103030962615298,Chile YAAC,Chile YAAC,≤100
100138628266805,Ciudadano contra político,These ads ran without a disclaimer,≤100
110405624650830,Chile En La Encrucijada,Juan Antonio Montes Varas,≤100
295886120554128,Polpaico,Cemento Polpaico SA,≤100
101326581302605,Desafío 10X,Fundación 10X,≤100
150635196733162,popsburger.cl,These ads ran without a disclaimer,≤100
968772086505075,Gerardo Espíndola Rojas,Gerardo Alfredo Espíndola Rojas,≤100
1257818931046767,Azerta Chile,Azerta,≤100
419006974914571,Facultad de Agronomía e Ingeniería Forestal UC,These ads ran without a disclaimer,≤100
293103284121826,Fundación Para el Progreso,Fundación Para el Progreso,≤100
101180752297383,Gustavo Benavente Diputado,Gustavo Adolfo Alberto Benavente Vergara,≤100
105644649108972,Claudio Urrutia,Claudio Urrutia,≤100
104224427947088,Circula el Plástico,Metrix,≤100
285417644878678,Red Antofagasta,Diarios en Red,≤100
319549428716940,Maria Luisa Lima,These ads ran without a disclaimer,≤100
280326368663728,Asociación de Industriales de Iquique,Asociacion de Industriales Iquique,≤100
351583768232100,Red Tarapaca,Diarios en Red,≤100
101439071476201,Laboratorio Chile - Teva,Laboratorio Chile S.A.,≤100
371453409556353,Red Coquimbo,Diarios en Red,≤100
307330256067716,Red Atacama,Diarios en Red,≤100
78239901502,Diario Financiero,Grupo DF,≤100
