Page ID,Page name,Disclaimer,Amount spent (JPY)
265075920177069,陸上自衛隊 Japan Ground Self-Defense Force,陸上自衛隊 Japan Ground Self-Defense Force,5701
108136530968730,おねがい社長！,These ads ran without a disclaimer,4496
110058508784307,ライズ・アップ・ジャパン,株式会社経営科学出版,2694
172980666081766,Seminars セミナーズ,These ads ran without a disclaimer,1610
1904070096535109,スマート選挙,株式会社センキョ,1370
101973635470022,大丸・松坂屋 Think GREEN,These ads ran without a disclaimer,909
651455718373362,ハイクラスに特化した転職支援『転機』,These ads ran without a disclaimer,743
425742864543901,GMOあおぞらネット銀行,These ads ran without a disclaimer,562
116579121485797,東京都 最新の株式情報,These ads ran without a disclaimer,433
208661552479830,日本財団,日本財団,407
110284292010391,オリックス・クレジット株式会社,These ads ran without a disclaimer,399
108437581751884,Nurse navi,These ads ran without a disclaimer,358
298060150283457,大分県日出町,大分県日出町,343
148562291987208,ザ・ホワイトデンタルクリニック,These ads ran without a disclaimer,287
281777375260988,オッズパーク,These ads ran without a disclaimer,260
202026293187145,鯖江市地域活性化プランコンテスト,特定非営利活動法人エル・コミュニティ,239
173291492700083,Ｚ会,These ads ran without a disclaimer,204
106781255766201,ザ・ホワイト　デンタルクリニック,These ads ran without a disclaimer,196
195088317190451,グリーンピース・ジャパン,一般社団法人グリーンピース・ジャパン,≤100
231714123553902,株式会社アスマーク,株式会社アスマーク,≤100
676873696061766,ブレインコントロールコーチ　荒井隆秀,ブレインコントロールコーチ　荒井隆秀,≤100
104533215755145,ZOE_Japan,ZOE Japan,≤100
101289366621166,大和ハウスグループ,These ads ran without a disclaimer,≤100
414756385218124,関西NGO協議会/Kansai NGO Council,特定非営利活動法人関西NGO協議会,≤100
183768428314416,女性社長.net （joseishacho.net）,These ads ran without a disclaimer,≤100
100199881840737,Minghui Japan（ミンフイ　ジャパン）ー明慧日本,明慧日本,≤100
128455130600150,日本成人病予防協会,These ads ran without a disclaimer,≤100
676655469036670,松下政経塾,松下政経塾,≤100
256504371891671,the-issues.jp,the-issues.jp,≤100
1812425055659979,介護ワーカー,These ads ran without a disclaimer,≤100
1374723796115345,Glashütte Original,These ads ran without a disclaimer,≤100
104159619344078,Shopsuqiogood-3,These ads ran without a disclaimer,≤100
