Page ID,Page name,Disclaimer,Amount spent (GTQ)
167924689961661,Unidad Nacional de la Esperanza,Unidad Nacional de la Esperanza,194
1911003529195315,Roberto Arzú,Roberto Arzú García-Granados,≤100
101405406148203,Valor Suchitepequez,Byron Estuardo Villatorio Liu,≤100
123928580986363,Ministerio de Trabajo y Previsión Social,Ministerio de Trabajo y Previsión Social,≤100
114098550320514,Noticias La Blanca S.M.,Jennifer Lopez,≤100
187073013532,Partido VIVA,Partido Político Visión con Valores,≤100
106908785419555,Goberna Guatemala,Goberna,≤100
107520184219093,Douglas Crispin Jóvenes en Movimiento,Dohuglas Crispin,≤100
643513979193133,Unidos por Beatriz,Neuma,≤100
105847462372794,Estuviéramos Mejor,Estuvieramos Mejor,≤100
101971388212641,Noticias Pajapita S.M.,Jennifer Lopez,≤100
114103503653411,Noticias Nuevo Progreso S.M.,Jennifer Lopez,≤100
104069167998061,Noticias La Reforma S.M.,Jennifer Lopez,≤100
102241754851760,Noticias El Quetzal S. M.,Jennifer Lopez,≤100
111363940595440,Noticias Ocós S.M.,Noticias Ocós S.M.,≤100
100552105023362,Noticias el Tumbador,Jennifer Lopez,≤100
101559144921198,Noticias San Pedro Sacatepéquez,Jennifer Lopez,≤100
114466183616195,Noticias Ayutla,Jennifer Lopez,≤100
108066250929809,Noticias San Antonio Sacatépequez,Jennifer Lopez,≤100
100423518427634,Comisión Presidencial Contra la Corrupción,Comisión Presidencial Contra la Corrupción,≤100
100787838332962,Noticias San José el Rodeo,Jennifer Lopez,≤100
103892081351211,Noticias Catarina S.M.,Jennifer Lopez,≤100
113863513676957,Noticias San Rafael Pie De La Cuesta,Jennifer Lopez,≤100
100990022892856,Movimiento Político WINAQ Totonicapán,Ricardo Mazariegos,≤100
103769008029892,Noticias San Marcos,Jennifer Lopez,≤100
104089457996473,Noticias Malacatán,Jennifer Lopez,≤100
103267651414497,Noticias Esquipulas Palo Gordo,Jennifer Lopez,≤100
102359978173169,Noticias San Lorenzo S.M.,Jennifer Lopez,≤100
103134718094665,Noticias San Pablo S. M.,Jennifer Lopez,≤100
103232488084729,Noticias Río Blanco S.M.,Jennifer Lopez,≤100
281554395331686,República,"Republica GT, S.A.",≤100
