Page ID,Page name,Disclaimer,Amount spent (JPY)
197770137236410,日本維新の会,日本維新の会,27513
852134404953989,神戸市会議員 岡田 ゆうじ,岡田ゆうじ,6419
112523977041775,参政党,参政党,5184
1904070096535109,スマート選挙,株式会社センキョ,4187
475681929154100,国連UNHCR協会,国連UNHCR協会,2550
120885054247021,,しばた 正洋,1828
100789405705259,神奈川県選挙管理委員会,株式会社旭広告社,1252
651801698258818,NewsTV,NewsTV,925
103012319304529,,市橋 ひろし,701
239558679475625,株式会社トマス技術研究所,Kenji Fukutomi,667
208661552479830,日本財団,Shigeru Fujita,611
103914976352692,選挙ドットコム,イチニ株式会社,507
579187028792625,社長と会社の手元現金を増やす仕組みづくりの専門家,社長と会社の手元現金を増やす仕組みづくりの専門家,410
106725228934045,プラティニ,These ads ran without a disclaimer,275
117511476609129,katariba.online_t,These ads ran without a disclaimer,152
104403771689966,株式投資,These ads ran without a disclaimer,136
1754156291464249,Rakuten Kドリームス,These ads ran without a disclaimer,125
547986165247623,NPO法人 多民族共生人権教育センター,NPO法人 多民族共生人権教育センター,≤100
151214938794853,ミエセン,ジャッグジャパン株式会社,≤100
146309392069492,Uniqlo,These ads ran without a disclaimer,≤100
259163764160829,FoE Japan,FoE Japan,≤100
107367904080878,VIVA-たいけん美じゅつ場-,NPO法人取手アートプロジェクトオフィス,≤100
100554152593223,堤じゅん太事務所 【京都府議会議員】,堤 じゅん太,≤100
175030709211885,日経ビジネス,These ads ran without a disclaimer,≤100
100199881840737,Minghui Japan（ミンフイ　ジャパン）ー明慧日本,明慧日本,≤100
108260075086726,無理ゲー社会を賢く生き抜く方法,These ads ran without a disclaimer,≤100
1590535061243274,精神障害当事者会ポルケ,Yuhei Yamada,≤100
102483539424919,補助金クラウド,These ads ran without a disclaimer,≤100
1607696895913679,日経プラス９サタデー　ニュースの疑問,Takamasa Kikawa,≤100
105108557787242,,These ads ran without a disclaimer,≤100
1454796194806512,文京区議会議員 海津 敦子 かいづあつこ,海津敦子,≤100
115247946520017,電波オークションを実現する会,Mitsumasa Kato,≤100
341085439782585,富田けんじ（立憲民主党＠練馬）,Kenji Tomita,≤100
1672330153015605,透明アクリル業者票,アドアチーブ株式会社,≤100
104533215755145,ZOE_Japan,ZOE Japan,≤100
1883724355067784,GANMA！,These ads ran without a disclaimer,≤100
102956825958533,maoo_511,These ads ran without a disclaimer,≤100
106198279062104,Japão.Online,Japão.Online,≤100
852370551453606,GARP,These ads ran without a disclaimer,≤100
118592938221174,ZTE Corporation,These ads ran without a disclaimer,≤100
