Page ID,Page name,Disclaimer,Amount spent (LBP)
1428873024044736,المدن - almodon,المدن - almodon‎,402985
1438703606372190,Elham Said Freiha,Elham Freiha,192537
110436471982277,Assaha.square,Assaha.square,133881
106425851213086,L'Orient Today,L'Orient Today,119403
322181790311,Lebanese Forces News,Lebanese Information Technology Services s.a.r.l,115075
104918301844248,Project Watan LB,Project Watan,89552
137195823051820,Maharat Foundation,Maharat Foundation,89552
106197498149118,لبنان الكبير,Grand Lebanon,88806
110470091436602,Ici Beyrouth,Ici beyrouth,78507
116157328113022,Hide Park,Friedrich-Ebert-Stiftung Lebanon Office,74627
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,71492
1744356319118477,هنا لبنان,هنا لبنان,67164
129660230432028,Dr. Toufic Hindi,Toufic Hindi,59701
466221740108607,May Chidiac Foundation - Media Institute,May Chidiac,44776
2319249898311729,National Bloc - الكتلة الوطنيّة,National Bloc - الكتلة الوطنيّة,44776
417957431563766,NAHNOO,These ads ran without a disclaimer,29851
2509759842418472,LebTalks,Lebtalks,29851
105319651353770,Jusur,Jusur,29851
1918990294985442,Megaphone - ميغافون,Megaphone - ميغافون,29851
110028785426973,Tayyar_org,These ads ran without a disclaimer,29851
105179449143831,Smart Municipality,SMA,29851
775764945964442,Nabil Badr-نبيل بدر,Nabil Badr-نبيل بدر,29851
107800617419717,MYKA Foundation,Elie M. ElHelou,14925
107698404702208,Alkalima,Alkalima Onlime,14925
366743290567184,WIRED Middle East,These ads ran without a disclaimer,14925
110061328654858,Judge Mohamad Saab,Judge Mohamad Saab,14925
446168552419572,SEEDS for Legal Initiatives - نواة للمبادرات القانونية,SEEDS for Legal Initiatives - نواة للمبادرات القانونية,14925
103908344892760,Alfred Riachi الفرد رياشي,These ads ran without a disclaimer,14925
128417954019381,Al-Moltaka,Melhem Boustany,14925
108728968627122,Beirut24.org,Beirut24.org,14925
100912541413695,Más Impulso,These ads ran without a disclaimer,≤100
100706719315707,The Policy Initiative مبادرة سياسات الغد,The Policy Initiative مبادرة سياسات الغد,≤100
104853645903563,Excellent Book,These ads ran without a disclaimer,≤100
210927869316790,Mohamad Shaker Kawas - محمد شاكر القواس,Mohamad Shaker Kawas - محمد شاكر القواس,≤100
102672531482527,Ihab Matar - إيهاب مطر,AW,≤100
646615532122697,The Continual Federal Congress,These ads ran without a disclaimer,≤100
229215123835874,Nabatieh.org,These ads ran without a disclaimer,≤100
