Page ID,Page name,Disclaimer,Amount spent (LBP)
310630374428,Neemat Frem,Neemat Frem,253731
101538412538521,شطرنج / مع محمد صابونجي,إياد خالد,194030
1428873024044736,المدن - almodon,المدن - almodon‎,173134
1438703606372190,Elham Said Freiha,Elham Freiha,74627
166178460072395,اليونيسف بالعربية - UNICEF in Arabic,These ads ran without a disclaimer,74627
1918990294985442,Megaphone - ميغافون,Megaphone - ميغافون,44776
1744356319118477,هنا لبنان,هنا لبنان,44776
106197498149118,لبنان الكبير,Grand Lebanon,44776
102023711572671,أساس ميديا -  Asas Media,asasmedia,44776
164472683608068,Act for the Disappeared,ACT for the Disappeared,14925
466221740108607,May Chidiac Foundation - Media Institute,May Chidiac,14925
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,14925
110470091436602,Ici Beyrouth,Ici beyrouth,12985
107698404702208,Alkalima,Alkalima Onlime,10597
104252028606448,صوت بنت جبيل,صوت بنت جبيل,6866
106821968055687,Leila Dagher,Leila Dagher,2239
105319651353770,Jusur,Jusur,≤100
105758000974645,TAQADDOM - تقدم,Taqaddom,≤100
322181790311,Lebanese Forces News,Lebanese Information Technology Services s.a.r.l,≤100
107800617419717,MYKA Foundation,Elie M. ElHelou,≤100
124252504303223,UNICEF (FR),These ads ran without a disclaimer,≤100
167878593236712,UNICEF en español,These ads ran without a disclaimer,≤100
100127203020362,Siyasiya,Michel Gedeon,≤100
