Page ID,Page name,Disclaimer,Amount spent (ZAR)
102268322635915,The Finance Daily,The Finance Daily,273
153698181363705,Democratic Alliance Eastern Cape,Democratic Alliance,188
111455384155,Partners in Sexual Health,Hamlet Enrico Johannes,137
136956534616,Times LIVE,TimesLIVE,105
57206003848,Greenpeace Africa,Greenpeace Africa,≤100
187645864452,Vryheidsfront Plus / Freedom Front Plus,Vryheidsfront Plus / Freedom Front Plus,≤100
100445789444317,DA EC Legislature,Democratic Alliance,≤100
6011868110,Democratic Alliance,Democratic Alliance,≤100
1501357930107569,Democratic Alliance Buffalo City,Democratic Alliance,≤100
478479492268974,Sunday Times ZA,Sunday Times,≤100
116657351312927,Pledge To Vote SA,Pledge to Vote,≤100
114506216924214,Centre For Risk Analysis,Centre For Risk Analysis,≤100
119172967778005,Mayor Horatio Hendricks,Democratic Alliance,≤100
2145594122138312,Action Society,Action Society,≤100
106172744063430,The Daily Friend,The Daily Friend,≤100
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,≤100
107169379305548,TLU SA,TLU SA,≤100
1442286572460668,Inside Education,Inside Politics,≤100
446648162438519,Thisisacumen,Acumen Media Management,≤100
181204251979581,NEASA,National Employers' Association of South Africa,≤100
629021617133721,Judges Matter,Judges Matter,≤100
217696894929887,FW de Klerk Foundation,FW de Klerk Foundation,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
614441158766955,Vote Dr Sipho P. Malapane And The Independent Campaign 2024,Sipho Pienaar Malapane,≤100
794336640617861,Cyril Ramaphosa Foundation,Cyril Ramaphosa Foundation,≤100
597918073626793,Democratic Alliance Free State,Democratic Alliance Free State,≤100
618787431488714,Democratic Alliance Youth Free State,Democratic Alliance Free State,≤100
2092924957605425,Solis,These ads ran without a disclaimer,≤100
105558698809934,SRNE Solar,These ads ran without a disclaimer,≤100
