Page ID,Page name,Disclaimer,Amount spent (BAM)
147315858633088,Istinomjer,Istinomjer,≤100
332950850203871,Драшко Станивуковић - Draško Stanivuković,Драшко Станивуковић,≤100
102802955817933,Centralna izborna komisija Bosne i Hercegovine,Centralna izborna komisija Bosne i Hercegovine,≤100
482158128556799,Žurnal magazin,Centar za razvoj medija i analize,≤100
1922268018023038,Raskrinkavanje,UG Zašto ne,≤100
111544041335161,Antikorupcija info,Antikorupcija.info,≤100
124306738411862,InfoRadar,Udruženje za medijski aktivizam (UMA),≤100
1494057107558990,Javna rasprava,Javna rasprava,≤100
184286258994892,Др Ненад Стевандић,Ujedinjena Srpska,≤100
709560912457316,Analiziraj.ba,Udruženje Centar za analizu medija i politike,≤100
109652028193268,Revizije info,Revizije info,≤100
197596636939679,tacno.net,Tacno.net,≤100
1473660889517303,Irfan Čengić,Irfan Cengic,≤100
2401351939921390,Raport.ba,Raport Media Group,≤100
1607622842896752,interview.ba,Fondacija Infohuse,≤100
106759774541544,PratimoTendere.ba,Centar za razvoj medija i analize,≤100
111544041335161,Antikorupcija info,Antikorupcija info,≤100
85069283164,Admir Čavalić,Admir Čavalić,≤100
222968021092962,RTV Slon - Tuzla,RTV SLON,≤100
279784679429805,Časopis Odiseja,These ads ran without a disclaimer,≤100
105049301709526,"„Ратни Војни Инвалид 100% , који жели Републику Српску, уређену и снажну""",These ads ran without a disclaimer,≤100
105686442303512,CTGI,These ads ran without a disclaimer,≤100
163080080447411,Републичка странка Српске,Filip Lučić,≤100
106937677998846,Pravo na lijek,Pravo na lijek,≤100
299227550122220,Radio Cina Internazionale,These ads ran without a disclaimer,≤100
107158445278300,ŽIVOT Stranka,Dražen Ivanović,≤100
