Page ID,Page name,Disclaimer,Amount spent (KES)
123182861072147,Hon Musalia W Mudavadi,Michael Lulu Mudavadi,1197
106385691318175,Simon Gikuru,Bapmax Investments Limited,264
110408975208360,Talking about matters,Well Made Strategy LLP,200
1506723769658512,Susan Kihika,Susan Kihika,161
105833652399018,Maina Karobia,Mwangi Godfrey Maina,147
1400771023469241,Anne Waiguru,Gacigi Njagi Gacigi,141
749501791796416,Hon. Wakili Njeri Maina,Jane Njeri Maina,129
259722110859156,Slum2School Africa,These ads ran without a disclaimer,127
750948268577774,The County,Peris Wambui Mugi,≤100
102324481269298,Hon. Zamzam Mohammed,Obed Nyang'ai,≤100
105647461757849,Azimio Inawezekana Na Raila.,Bonface Ouma,≤100
103789762224168,Xender emmanuel the  Internet Analyst,These ads ran without a disclaimer,≤100
109662488246997,Explore Haikou,These ads ran without a disclaimer,≤100
106749458352222,afrikanizm_artgallery,These ads ran without a disclaimer,≤100
371227786709544,Refund Express LLC,These ads ran without a disclaimer,≤100
