Page ID,Page name,Disclaimer,Amount spent (NGN)
248584495820796,Ibe Okwara for House of Representatives - Arochukwu/Ohafia Constituency,Ibe Okwara Support Group,1941
753031955030992,Atiku-Okowa.com,One Nigeria Movement,799
424543527939583,Chief Amobi Ogah,Chief Amobi Ogah,545
101023076204247,Nelson Nwatu's Blog,Nelson Obinna Nwatu,446
104523875680736,NanaOfuji - YPP,NanaOfuji Campaign Organization,445
106955635517175,Petroleum Industry Act and You,The Nigerian Upstream Petroleum Regulator Commission,445
102225129139532,Dr. Okuji Oreh,Dr. Okuji Oreh,400
654180731859809,T-Police,T-Police,232
102452759210207,Foreign Investment Network,Foreign Investment Network,126
110151371700778,Bishop Dr. Sunday Ndukwo Onuoha,Bishop Dr. Sunday Ndukwo Onuoha,111
103018869332378,BantuPage,Ikechukwu Orji,102
100202924924063,Page 36,Page 36,≤100
241499009731835,Ifeanyichukwu Ibezi,Ifeanyichukwu Ibezi,≤100
105208365731340,F-SAO4Tinubu/Shettima2023,Emmanuel Oko,≤100
913242715449176,Prophet Ekong Ituen Ministries,Ekong Ituen,≤100
1924396441113309,Onogwu Muhammed,Martins Onuorah,≤100
1598205703573433,Senator Uba Sani,Uba Sani Media,≤100
104238252286926,Nwankwo Promise Chibuzo,Mboo Augustine Uchenna,≤100
117743160054780,RiversofHope,RiversofHope,≤100
194110890622942,Leadership News,Leadership News,≤100
215863191948778,Frank Nweke Jr,Frank Nweke Ii,≤100
103830540990930,Hon. Adedeji Stanley Olajide - ODIDI OMO,Odidiomo Constituency Office,≤100
107676437643727,Inuwa Media Vanguard,Inuwa Media Vanguard,≤100
109752333774968,Bishop Dr Emeka Nwankpa support Group,Chinaza Somtochukwu Ibeofokile,≤100
109225188534168,Northwest-Northeast Concern Youth Movement for Tinubu/Kashim 2023.,Mubarak Hamza Adam,≤100
104345512340583,Katsina State Television KTTV,Katsina State Television KTTV,≤100
102710114468124,Rics Gomina,These ads ran without a disclaimer,≤100
101620952700531,Babandi Ibrahim,Babandi Gumel Ibrahim,≤100
1746241522274014,Hajiya Maryam Mairo Aminu Waziri Tambuwal Online Forum,Amiru Adamu,≤100
1689132724682504,MMAWT legacy initiative,Amiru Adamu,≤100
105778879039427,Value Driven Leadership,Value Driven Leadership,≤100
102093685620627,Best Diplomats,These ads ran without a disclaimer,≤100
120346118099706,BrandPower,BrandPower,≤100
361814524681421,Ozalla & Diaspora TV,These ads ran without a disclaimer,≤100
109466785028287,Prince Dr Emeka Eze,Michael Obiekwe,≤100
216311481960,Bill Gates,These ads ran without a disclaimer,≤100
