Page ID,Page name,Disclaimer,Amount spent (NOK)
234659001772,Arbeiderpartiet,Arbeiderpartiet,645
110909695608019,Sparebanken Sør,Sparebanken Sør,600
100722841311675,"Kristiansand Pensjonistparti - Barn, Familie og Pensjonist",Kristiansand Pensjonistparti,214
148389115200561,Kristiansand Venstre,Kristiansand Venstre,133
305434298719,Norges Bondelag,Norges Bondelag,115
371106536283235,DAG OG TID,Dag og Tid AS,111
665832620193085,Kristiansand Høyre,Kristiansand Høyre,106
106525135779095,Forebygging som fungerer,Tryggere Ruspolitikk,≤100
277788629092,Med Israel for fred (MIFF),Med Israel for fred (MIFF),≤100
135843375926,UNICEF Norge,UNICEF Norge,≤100
103638585942638,Folkets Parti Kristiansand,Folkets parti Kristiansand,≤100
131389446998209,Ahmed Lindov(AP),Ahmed Lindov,≤100
198148715581,Vestfold og Telemark FrP,Vestfold og Telemark FrP,≤100
176370189723,SOR,Stiftelsen SOR,≤100
132368899297,Framtiden i våre hender,Framtiden i våre hender,≤100
44960467949,Greenpeace Norge,Föreningen Greenpeace Norden,≤100
623596214494727,Anima - Stopp dyremishandling,Anima - stopp dyremishandling,≤100
10953652930,Høyre,Høyre,≤100
113384899919,Noregs Mållag,Noregs Mållag,≤100
46818767155,Miljøpartiet De Grønne - MDG,Miljøpartiet De Grønne,≤100
20468812735,LO,LO,≤100
112012974739174,Evren Ünal - By og Fylkesvalget Kristiansand Agder MDG 2023,Evren Ünal,≤100
157803497575876,NHO Reiseliv,NHO Reiseliv,≤100
417968848252894,Besteforeldrenes klimaaksjon,Besteforeldrenes Klimaaksjon,≤100
119797291429215,RIO - en landsdekkende brukerorganisasjon på rusfeltet,RIO - en landsdekkende brukerorganisasjon på rusfeltet,≤100
189828081044593,MS-forbundet i Norge,Ms-forbundet,≤100
100885889429302,Verdinytt,Verdinytt AS,≤100
2398568533531114,Velferdsmiks,NHO Geneo,≤100
120374971332864,Kagge Forlag,Kagge Forlag,≤100
153710294662597,Human-Etisk Forbund,Human-Etisk Forbund,≤100
38552663951,Morgenbladet,Morgenbladet,≤100
298964320208914,Lillesand Høyre,Lillesand Høyre,≤100
149452772322646,Snusinfo.no,Swedich Match Norge,≤100
119878348024795,ULOBA,Uloba - Independent Living Norge,≤100
115337815202380,Birkenes Høyre,Birkenes Høyre,≤100
270746343377367,FLR,Fagforening for Luftfart og Reiseliv,≤100
108047825945595,NSR - Norgga Sámiid Riikkasearvi,NSR - Norgga Sámiid Riikkasearvi,≤100
107005018213171,Heia Nord-Norge,Heia Nord-Norge AS,≤100
156202914404133,Minerva,Mediehuset Minerva,≤100
796536693738193,LO Innlandet,LO,≤100
111322125898812,Filter Nyheter,Filter Nyheter,≤100
108203984145752,Kruse Larsen,Kruse Larsen,≤100
113006005045036,Attack konferansen,Attack konferansen,≤100
53828343371,Epilepsiforbundet,Epilepsiforbundet,≤100
126448980866214,Klassekampen,Klassekampen AS,≤100
119878348024795,ULOBA,Uloba - Independent Living Norge SA,≤100
227688410297,Radio Latin-Amerika,Radio Latin-Amerika,≤100
162779380400712,Nansen Fredssenter,Nansen Fredssenter,≤100
1583324988565868,Stortinget,Stortinget,≤100
102040431616976,Beaufort Solutions,Beaufort Solutions,≤100
112631767587663,Meninger24,Meninger24,≤100
105939782037295,Altinget.no,Altinget AS,≤100
459939394148243,Nord-Odal Høyre,Simen Ellingsen,≤100
1374337129548933,Bremanger Arbeidarparti,Bremanger Arbeidarparti,≤100
718942011483190,Aftenposten Historie,Aftenposten,≤100
156892357685143,Kjartan Alexander Lunde,Rogaland Venstre,≤100
977673515587968,Røros Senterparti,Røros Senterparti,≤100
189196954458836,Klar Tale,These ads ran without a disclaimer,≤100
103642311168469,Børre St. Børresen - samfunnsengasjert,Open-eye-Open-mind,≤100
117839867984599,Chat Genius,These ads ran without a disclaimer,≤100
110620471777584,Alver INP,Torvald Håvardstun,≤100
198585810159111,Modum FrP,Modum FrP,≤100
191041020931826,Gro Langdalen - Høyres ordførerkandidat i Rælingen,Rælingen Høyre,≤100
105610979090459,Christopher Leiknes - Ordførerkandidat for Enebakk Arbeiderparti,Enebakk Arbeiderparti,≤100
107318096026681,Øygarden KrF,Kristin Brennhaug,≤100
46448594983,Næringsforeningen i Stavanger-regionen,Næringsforeningen i Stavanger-regionen,≤100
105939459530874,Eidsvoll SV,EIDSVOLL SOSIALISTISK VENSTREPARTI,≤100
105177675813233,Jan Morten Hansen - Ordførerkandidat,Jan Morten Hansen - Ordførerkandidat,≤100
610353968979259,Leger mot atomvåpen,Norske leger mot atomvåpen,≤100
119521264725553,Q21,These ads ran without a disclaimer,≤100
826236487386897,امتلاك العقارية - Imtilak Real Estate,These ads ran without a disclaimer,≤100
213478132547281,Paris Institute for Critical Thinking - PICT,These ads ran without a disclaimer,≤100
106270215428,Wix,These ads ran without a disclaimer,≤100
100904822517086,Non-trivial,These ads ran without a disclaimer,≤100
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,≤100
267353906619818,Mr. Gugu & Miss Go,These ads ran without a disclaimer,≤100
