Page ID,Page name,Disclaimer,Amount spent (BOB)
964080723662055,Carlos Subirana Responde,Editorial CSS,≤100
106403237850347,Goberna Bolivia,Goberna,≤100
101868822831359,Franz Calderón,Gabo Porcel,≤100
127871740620547,Agustín Zambrana en El Bunker,Walter Agustin Zambrana Arze,≤100
797815127058039,Delighttourscancun,These ads ran without a disclaimer,≤100
102351595022048,Carlos Montaño Alcalde,Richard Chambi Gutierrez,≤100
107585134511680,Jaime Mamani Espíndola,Wilmer Rivero Nino,≤100
165042833621264,Schneider Electric,These ads ran without a disclaimer,≤100
515292708481100,Cambio Climático & Calentamiento Global,These ads ran without a disclaimer,≤100
110487964807800,Justicia para la gente,These ads ran without a disclaimer,≤100
391740984768814,Oscar yanarico,These ads ran without a disclaimer,≤100
101824857848955,Enrique Urquidi - Diputado,Enrique Fernando Urquidi Daza,≤100
128692467209771,Visita Cochabamba,Smart Group,≤100
747420075340256,El Agricultor Primero,These ads ran without a disclaimer,≤100
100757822907964,Bolivianos Anti Corruptos,These ads ran without a disclaimer,≤100
131189377574,MDPI,These ads ran without a disclaimer,≤100
206871509410716,Clacso - Consejo Latinoamericano de Ciencias Sociales,These ads ran without a disclaimer,≤100
311431722397745,Unión Integral y Democrática de todos los pueblos-MID,These ads ran without a disclaimer,≤100
101141362593364,CAM en Español,These ads ran without a disclaimer,≤100
