Page ID,Page name,Disclaimer,Amount spent (NOK)
329095637110085,FRANTZ AS,Frantz as,675
234659001772,Arbeiderpartiet,Arbeiderpartiet,204
275389322558295,LOs sommerpatrulje,LO,129
135843375926,UNICEF Norge,UNICEF Norge,112
111345183340,Fagforbundet,Fagforbundet,≤100
277788629092,Med Israel for fred (MIFF),Med Israel for fred (MIFF),≤100
371106536283235,DAG OG TID,Dag og Tid AS,≤100
458126690922579,Rødt Trøndelag,Rødt Trøndelag,≤100
313753051208,Norsk Landbruksrådgiving,Norsk Landbruksrådgiving,≤100
10953652930,Høyre,Høyre,≤100
109668258634924,Fylkesordførerkandidat Per Olav Skurdal Hopsø,Trøndelag Arbeiderparti,≤100
46818767155,Miljøpartiet De Grønne - MDG,Miljøpartiet De Grønne,≤100
144754334087,Trøndelag Arbeiderparti,Trøndelag Arbeiderparti,≤100
107005018213171,Heia Nord-Norge,Heia Nord-Norge AS,≤100
380405316155402,Stopp alzheimer og demens,Nasjonalforeningen for folkehelsen,≤100
203067569732001,Fellesforbundet,Fellesforbundet,≤100
1629110813846272,Lånke Arbeiderlag,Lånke Arbeiderlag,≤100
20468812735,LO,LO,≤100
44960467949,Greenpeace Norge,Föreningen Greenpeace Norden,≤100
623596214494727,Anima - Stopp dyremishandling,Anima - stopp dyremishandling,≤100
21603349508,NOAH - for dyrs rettigheter,NOAH - for dyrs rettigheter,≤100
113275862050709,Næringslivets Hovedorganisasjon,Næringslivets Hovedorganisasjon,≤100
117726821605303,PBL,PBL,≤100
192900264071992,Stjørdal SV,Stjørdal SV,≤100
798750773559841,Bufdir,"Barne-, ungdoms-, og familiedirektoratet",≤100
322525743444,Get Inspired,These ads ran without a disclaimer,≤100
153710294662597,Human-Etisk Forbund,Human-Etisk Forbund,≤100
157803497575876,NHO Reiseliv,NHO Reiseliv,≤100
111322125898812,Filter Nyheter,Filter Nyheter,≤100
200168040392101,Hustadvika kommune,These ads ran without a disclaimer,≤100
132368899297,Framtiden i våre hender,Framtiden i våre hender,≤100
101815422763212,Emil Raaen - Ordførerkandidat Ap,Trondheim Arbeiderparti,≤100
133640403364515,Næringsforeningen Haugalandet,Næringsforeningen Haugalandet,≤100
417968848252894,Besteforeldrenes klimaaksjon,Besteforeldrenes Klimaaksjon,≤100
120374971332864,Kagge Forlag,Kagge Forlag,≤100
176175415825122,apotek.no,Apotekforeningen,≤100
102203325950193,Ingvild Lemme Kristiansen,Stendi,≤100
105939782037295,Altinget.no,Altinget AS,≤100
119062344777724,Bjerke FrP,Bjerke FrP,≤100
10254410675,Venstre,Venstre,≤100
119797291429215,RIO - en landsdekkende brukerorganisasjon på rusfeltet,RIO - en landsdekkende brukerorganisasjon på rusfeltet,≤100
156202914404133,Minerva,Mediehuset Minerva,≤100
54603926197,Finnmark SV,Troms og Finnmark SV,≤100
163294213706703,Norsk Sjøoffisersforbund,Norsk Sjøoffisersforbund,≤100
128566103830426,Civita,Civita AS,≤100
157932564240522,Lørenskog FrP,Lørenskog FrP,≤100
103642311168469,Børre St. Børresen - samfunnsengasjert,Open-eye-Open-mind,≤100
196060713751352,LO Trøndelag,LO,≤100
2398568533531114,Velferdsmiks,NHO Geneo,≤100
126448980866214,Klassekampen,Klassekampen AS,≤100
100722841311675,"Kristiansand Pensjonistparti - Barn, Familie og Pensjonist",Kristiansand Pensjonistparti,≤100
307525272933,Humanist forlag,Humanist forlag,≤100
189196954458836,Klar Tale,Stiftelsen Klar Tale,≤100
108203984145752,Kruse Larsen,Kruse Larsen,≤100
116313645108382,IFE - Institutt for energiteknikk,IFE - Institutt for energiteknikk,≤100
1583324988565868,Stortinget,Stortinget,≤100
100107876331492,Telemark Arbeiderparti,Telemark Arbeiderparti,≤100
219212891435404,Ullensaker FrP,Ullensaker FrP,≤100
227438343945838,Forum for utvikling og miljø,Forum for utvikling og miljø,≤100
298964320208914,Lillesand Høyre,Lillesand Høyre,≤100
182454165137980,TRY,TRY,≤100
235997603151817,Pilegrimsleden - St. Olav Ways,These ads ran without a disclaimer,≤100
182722095112422,Målselv Arbeiderparti,Målselv Arbeiderparti,≤100
227688410297,Radio Latin-Amerika,Radio Latin-Amerika,≤100
101517431718355,Generasjonspartiet,Generasjonspartiet,≤100
57542291449,FFO - Funksjonshemmedes fellesorganisasjon,Funksjonshemmedes Fellesorganisasjon (FFO),≤100
136206693091663,Norges Fiskarlag,Norges Fiskarlag,≤100
108731807574685,Rødt Odal,Rødt Odal,≤100
112631767587663,Meninger24,Meninger24,≤100
396516693854620,Halden Høyre,These ads ran without a disclaimer,≤100
1875902792622658,Øygarden Arbeidarparti,Øygarden Arbeidarparti,≤100
193830890681005,Nittedal Senterparti,Nittedal Senterparti,≤100
185741612014,Nordisk Ministerråd og Nordisk Råd,These ads ran without a disclaimer,≤100
205332123261241,Знакомства RusDate,These ads ran without a disclaimer,≤100
267353906619818,Mr. Gugu & Miss Go,These ads ran without a disclaimer,≤100
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,≤100
